"technique_id","technique_name","aspect","animation_id","duration_ms","hit_frame_ms","sfx_key","caster_motion","projectile_or_field","target_impact","color_primary","color_secondary"
"TC171","Verdance Nova","verdance","anim_tc171_verdance_guard_quake","827","381","sfx_tc171_verdance_guard_quake","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC172","Stone Rift","stone","anim_tc172_stone_field_beam","844","392","sfx_tc172_stone_field_beam","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC173","Gale Comet","gale","anim_tc173_gale_bind_ripple","861","403","sfx_tc173_gale_bind_ripple","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC174","Spark Bind","spark","anim_tc174_spark_recovery_shard","878","414","sfx_tc174_spark_recovery_shard","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC175","Frost Mirror","frost","anim_tc175_frost_strike_chain","895","425","sfx_tc175_frost_strike_chain","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC176","Metal Drift","metal","anim_tc176_metal_pulse_veil","912","436","sfx_tc176_metal_pulse_veil","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC177","Shade Aegis","shade","anim_tc177_shade_guard_arc","929","447","sfx_tc177_shade_guard_arc","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC178","Radiant Burst","radiant","anim_tc178_radiant_field_surge","946","458","sfx_tc178_radiant_field_surge","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC179","Mind Orbit","mind","anim_tc179_mind_bind_spiral","963","469","sfx_tc179_mind_bind_spiral","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC180","Echo Needle","echo","anim_tc180_echo_recovery_burst","980","480","sfx_tc180_echo_recovery_burst","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC181","Ember Snap","ember","anim_tc181_ember_strike_rain","997","491","sfx_tc181_ember_strike_rain","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC182","Tide Surge","tide","anim_tc182_tide_pulse_lash","1014","502","sfx_tc182_tide_pulse_lash","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC183","Verdance Veil","verdance","anim_tc183_verdance_guard_ring","1031","513","sfx_tc183_verdance_guard_ring","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC184","Stone Spiral","stone","anim_tc184_stone_field_wave","528","524","sfx_tc184_stone_field_wave","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC185","Gale Crown","gale","anim_tc185_gale_bind_slash","545","535","sfx_tc185_gale_bind_slash","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC186","Spark Pulse","spark","anim_tc186_spark_recovery_flare","562","546","sfx_tc186_spark_recovery_flare","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC187","Frost Fang","frost","anim_tc187_frost_strike_quake","579","557","sfx_tc187_frost_strike_quake","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC188","Metal Bloom","metal","anim_tc188_metal_pulse_beam","596","568","sfx_tc188_metal_pulse_beam","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC189","Shade Ward","shade","anim_tc189_shade_guard_ripple","613","579","sfx_tc189_shade_guard_ripple","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC190","Radiant Lance","radiant","anim_tc190_radiant_field_shard","630","590","sfx_tc190_radiant_field_shard","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC191","Mind Step","mind","anim_tc191_mind_bind_chain","647","181","sfx_tc191_mind_bind_chain","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC192","Echo Howl","echo","anim_tc192_echo_recovery_veil","664","192","sfx_tc192_echo_recovery_veil","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC193","Ember Guard","ember","anim_tc193_ember_strike_arc","681","203","sfx_tc193_ember_strike_arc","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC194","Tide Crash","tide","anim_tc194_tide_pulse_surge","698","214","sfx_tc194_tide_pulse_surge","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC195","Verdance Thread","verdance","anim_tc195_verdance_guard_spiral","715","225","sfx_tc195_verdance_guard_spiral","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC196","Stone Field","stone","anim_tc196_stone_field_burst","732","236","sfx_tc196_stone_field_burst","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC197","Gale Mark","gale","anim_tc197_gale_bind_rain","749","247","sfx_tc197_gale_bind_rain","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC198","Spark Rush","spark","anim_tc198_spark_recovery_lash","766","258","sfx_tc198_spark_recovery_lash","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC199","Frost Song","frost","anim_tc199_frost_strike_ring","783","269","sfx_tc199_frost_strike_ring","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC200","Metal Blade","metal","anim_tc200_metal_pulse_wave","800","280","sfx_tc200_metal_pulse_wave","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC201","Shade Nova","shade","anim_tc201_shade_guard_slash","817","291","sfx_tc201_shade_guard_slash","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC202","Radiant Rift","radiant","anim_tc202_radiant_field_flare","834","302","sfx_tc202_radiant_field_flare","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC203","Mind Comet","mind","anim_tc203_mind_bind_quake","851","313","sfx_tc203_mind_bind_quake","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC204","Echo Bind","echo","anim_tc204_echo_recovery_beam","868","324","sfx_tc204_echo_recovery_beam","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC205","Ember Mirror","ember","anim_tc205_ember_strike_ripple","885","335","sfx_tc205_ember_strike_ripple","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC206","Tide Drift","tide","anim_tc206_tide_pulse_shard","902","346","sfx_tc206_tide_pulse_shard","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC207","Verdance Aegis","verdance","anim_tc207_verdance_guard_chain","919","357","sfx_tc207_verdance_guard_chain","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC208","Stone Burst","stone","anim_tc208_stone_field_veil","936","368","sfx_tc208_stone_field_veil","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC209","Gale Orbit","gale","anim_tc209_gale_bind_arc","953","379","sfx_tc209_gale_bind_arc","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC210","Spark Needle","spark","anim_tc210_spark_recovery_surge","970","390","sfx_tc210_spark_recovery_surge","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC211","Frost Snap","frost","anim_tc211_frost_strike_spiral","987","401","sfx_tc211_frost_strike_spiral","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC212","Metal Surge","metal","anim_tc212_metal_pulse_burst","1004","412","sfx_tc212_metal_pulse_burst","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC213","Shade Veil","shade","anim_tc213_shade_guard_rain","1021","423","sfx_tc213_shade_guard_rain","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC214","Radiant Spiral","radiant","anim_tc214_radiant_field_lash","1038","434","sfx_tc214_radiant_field_lash","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC215","Mind Crown","mind","anim_tc215_mind_bind_ring","535","445","sfx_tc215_mind_bind_ring","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC216","Echo Pulse","echo","anim_tc216_echo_recovery_wave","552","456","sfx_tc216_echo_recovery_wave","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC217","Ember Fang","ember","anim_tc217_ember_strike_slash","569","467","sfx_tc217_ember_strike_slash","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC218","Tide Bloom","tide","anim_tc218_tide_pulse_flare","586","478","sfx_tc218_tide_pulse_flare","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC219","Verdance Ward","verdance","anim_tc219_verdance_guard_quake","603","489","sfx_tc219_verdance_guard_quake","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC220","Stone Lance","stone","anim_tc220_stone_field_beam","620","500","sfx_tc220_stone_field_beam","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC221","Gale Step","gale","anim_tc221_gale_bind_ripple","637","511","sfx_tc221_gale_bind_ripple","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC222","Spark Howl","spark","anim_tc222_spark_recovery_shard","654","522","sfx_tc222_spark_recovery_shard","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC223","Frost Guard","frost","anim_tc223_frost_strike_chain","671","533","sfx_tc223_frost_strike_chain","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC224","Metal Crash","metal","anim_tc224_metal_pulse_veil","688","544","sfx_tc224_metal_pulse_veil","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC225","Shade Thread","shade","anim_tc225_shade_guard_arc","705","555","sfx_tc225_shade_guard_arc","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC226","Radiant Field","radiant","anim_tc226_radiant_field_surge","722","566","sfx_tc226_radiant_field_surge","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC227","Mind Mark","mind","anim_tc227_mind_bind_spiral","739","577","sfx_tc227_mind_bind_spiral","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC228","Echo Rush","echo","anim_tc228_echo_recovery_burst","756","588","sfx_tc228_echo_recovery_burst","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC229","Ember Song","ember","anim_tc229_ember_strike_rain","773","599","sfx_tc229_ember_strike_rain","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC230","Tide Blade","tide","anim_tc230_tide_pulse_lash","790","190","sfx_tc230_tide_pulse_lash","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC231","Verdance Nova","verdance","anim_tc231_verdance_guard_ring","807","201","sfx_tc231_verdance_guard_ring","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC232","Stone Rift","stone","anim_tc232_stone_field_wave","824","212","sfx_tc232_stone_field_wave","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC233","Gale Comet","gale","anim_tc233_gale_bind_slash","841","223","sfx_tc233_gale_bind_slash","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC234","Spark Bind","spark","anim_tc234_spark_recovery_flare","858","234","sfx_tc234_spark_recovery_flare","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC235","Frost Mirror","frost","anim_tc235_frost_strike_quake","875","245","sfx_tc235_frost_strike_quake","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC236","Metal Drift","metal","anim_tc236_metal_pulse_beam","892","256","sfx_tc236_metal_pulse_beam","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC237","Shade Aegis","shade","anim_tc237_shade_guard_ripple","909","267","sfx_tc237_shade_guard_ripple","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC238","Radiant Burst","radiant","anim_tc238_radiant_field_shard","926","278","sfx_tc238_radiant_field_shard","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC239","Mind Orbit","mind","anim_tc239_mind_bind_chain","943","289","sfx_tc239_mind_bind_chain","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC240","Echo Needle","echo","anim_tc240_echo_recovery_veil","960","300","sfx_tc240_echo_recovery_veil","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC241","Ember Snap","ember","anim_tc241_ember_strike_arc","977","311","sfx_tc241_ember_strike_arc","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC242","Tide Surge","tide","anim_tc242_tide_pulse_surge","994","322","sfx_tc242_tide_pulse_surge","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC243","Verdance Veil","verdance","anim_tc243_verdance_guard_spiral","1011","333","sfx_tc243_verdance_guard_spiral","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC244","Stone Spiral","stone","anim_tc244_stone_field_burst","1028","344","sfx_tc244_stone_field_burst","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC245","Gale Crown","gale","anim_tc245_gale_bind_rain","525","355","sfx_tc245_gale_bind_rain","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC246","Spark Pulse","spark","anim_tc246_spark_recovery_lash","542","366","sfx_tc246_spark_recovery_lash","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC247","Frost Fang","frost","anim_tc247_frost_strike_ring","559","377","sfx_tc247_frost_strike_ring","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC248","Metal Bloom","metal","anim_tc248_metal_pulse_wave","576","388","sfx_tc248_metal_pulse_wave","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC249","Shade Ward","shade","anim_tc249_shade_guard_slash","593","399","sfx_tc249_shade_guard_slash","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC250","Radiant Lance","radiant","anim_tc250_radiant_field_flare","610","410","sfx_tc250_radiant_field_flare","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC251","Mind Step","mind","anim_tc251_mind_bind_quake","627","421","sfx_tc251_mind_bind_quake","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC252","Echo Howl","echo","anim_tc252_echo_recovery_beam","644","432","sfx_tc252_echo_recovery_beam","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC253","Ember Guard","ember","anim_tc253_ember_strike_ripple","661","443","sfx_tc253_ember_strike_ripple","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC254","Tide Crash","tide","anim_tc254_tide_pulse_shard","678","454","sfx_tc254_tide_pulse_shard","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC255","Verdance Thread","verdance","anim_tc255_verdance_guard_chain","695","465","sfx_tc255_verdance_guard_chain","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC256","Stone Field","stone","anim_tc256_stone_field_veil","712","476","sfx_tc256_stone_field_veil","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC257","Gale Mark","gale","anim_tc257_gale_bind_arc","729","487","sfx_tc257_gale_bind_arc","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC258","Spark Rush","spark","anim_tc258_spark_recovery_surge","746","498","sfx_tc258_spark_recovery_surge","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC259","Frost Song","frost","anim_tc259_frost_strike_spiral","763","509","sfx_tc259_frost_strike_spiral","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC260","Metal Blade","metal","anim_tc260_metal_pulse_burst","780","520","sfx_tc260_metal_pulse_burst","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC261","Shade Nova","shade","anim_tc261_shade_guard_rain","797","531","sfx_tc261_shade_guard_rain","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC262","Radiant Rift","radiant","anim_tc262_radiant_field_lash","814","542","sfx_tc262_radiant_field_lash","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC263","Mind Comet","mind","anim_tc263_mind_bind_ring","831","553","sfx_tc263_mind_bind_ring","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC264","Echo Bind","echo","anim_tc264_echo_recovery_wave","848","564","sfx_tc264_echo_recovery_wave","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC265","Ember Mirror","ember","anim_tc265_ember_strike_slash","865","575","sfx_tc265_ember_strike_slash","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC266","Tide Drift","tide","anim_tc266_tide_pulse_flare","882","586","sfx_tc266_tide_pulse_flare","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC267","Verdance Aegis","verdance","anim_tc267_verdance_guard_quake","899","597","sfx_tc267_verdance_guard_quake","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC268","Stone Burst","stone","anim_tc268_stone_field_beam","916","188","sfx_tc268_stone_field_beam","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC269","Gale Orbit","gale","anim_tc269_gale_bind_ripple","933","199","sfx_tc269_gale_bind_ripple","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC270","Spark Needle","spark","anim_tc270_spark_recovery_shard","950","210","sfx_tc270_spark_recovery_shard","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC271","Frost Snap","frost","anim_tc271_frost_strike_chain","967","221","sfx_tc271_frost_strike_chain","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC272","Metal Surge","metal","anim_tc272_metal_pulse_veil","984","232","sfx_tc272_metal_pulse_veil","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC273","Shade Veil","shade","anim_tc273_shade_guard_arc","1001","243","sfx_tc273_shade_guard_arc","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC274","Radiant Spiral","radiant","anim_tc274_radiant_field_surge","1018","254","sfx_tc274_radiant_field_surge","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC275","Mind Crown","mind","anim_tc275_mind_bind_spiral","1035","265","sfx_tc275_mind_bind_spiral","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC276","Echo Pulse","echo","anim_tc276_echo_recovery_burst","532","276","sfx_tc276_echo_recovery_burst","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC277","Ember Fang","ember","anim_tc277_ember_strike_rain","549","287","sfx_tc277_ember_strike_rain","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC278","Tide Bloom","tide","anim_tc278_tide_pulse_lash","566","298","sfx_tc278_tide_pulse_lash","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC279","Verdance Ward","verdance","anim_tc279_verdance_guard_ring","583","309","sfx_tc279_verdance_guard_ring","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC280","Stone Lance","stone","anim_tc280_stone_field_wave","600","320","sfx_tc280_stone_field_wave","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC281","Gale Step","gale","anim_tc281_gale_bind_slash","617","331","sfx_tc281_gale_bind_slash","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC282","Spark Howl","spark","anim_tc282_spark_recovery_flare","634","342","sfx_tc282_spark_recovery_flare","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC283","Frost Guard","frost","anim_tc283_frost_strike_quake","651","353","sfx_tc283_frost_strike_quake","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC284","Metal Crash","metal","anim_tc284_metal_pulse_beam","668","364","sfx_tc284_metal_pulse_beam","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC285","Shade Thread","shade","anim_tc285_shade_guard_ripple","685","375","sfx_tc285_shade_guard_ripple","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC286","Radiant Field","radiant","anim_tc286_radiant_field_shard","702","386","sfx_tc286_radiant_field_shard","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC287","Mind Mark","mind","anim_tc287_mind_bind_chain","719","397","sfx_tc287_mind_bind_chain","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC288","Echo Rush","echo","anim_tc288_echo_recovery_veil","736","408","sfx_tc288_echo_recovery_veil","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC289","Ember Song","ember","anim_tc289_ember_strike_arc","753","419","sfx_tc289_ember_strike_arc","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC290","Tide Blade","tide","anim_tc290_tide_pulse_surge","770","430","sfx_tc290_tide_pulse_surge","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC291","Verdance Nova","verdance","anim_tc291_verdance_guard_spiral","787","441","sfx_tc291_verdance_guard_spiral","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC292","Stone Rift","stone","anim_tc292_stone_field_burst","804","452","sfx_tc292_stone_field_burst","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC293","Gale Comet","gale","anim_tc293_gale_bind_rain","821","463","sfx_tc293_gale_bind_rain","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC294","Spark Bind","spark","anim_tc294_spark_recovery_lash","838","474","sfx_tc294_spark_recovery_lash","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC295","Frost Mirror","frost","anim_tc295_frost_strike_ring","855","485","sfx_tc295_frost_strike_ring","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC296","Metal Drift","metal","anim_tc296_metal_pulse_wave","872","496","sfx_tc296_metal_pulse_wave","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC297","Shade Aegis","shade","anim_tc297_shade_guard_slash","889","507","sfx_tc297_shade_guard_slash","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC298","Radiant Burst","radiant","anim_tc298_radiant_field_flare","906","518","sfx_tc298_radiant_field_flare","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC299","Mind Orbit","mind","anim_tc299_mind_bind_quake","923","529","sfx_tc299_mind_bind_quake","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC300","Echo Needle","echo","anim_tc300_echo_recovery_beam","940","540","sfx_tc300_echo_recovery_beam","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC301","Ember Snap","ember","anim_tc301_ember_strike_ripple","957","551","sfx_tc301_ember_strike_ripple","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC302","Tide Surge","tide","anim_tc302_tide_pulse_shard","974","562","sfx_tc302_tide_pulse_shard","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC303","Verdance Veil","verdance","anim_tc303_verdance_guard_chain","991","573","sfx_tc303_verdance_guard_chain","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC304","Stone Spiral","stone","anim_tc304_stone_field_veil","1008","584","sfx_tc304_stone_field_veil","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC305","Gale Crown","gale","anim_tc305_gale_bind_arc","1025","595","sfx_tc305_gale_bind_arc","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC306","Spark Pulse","spark","anim_tc306_spark_recovery_surge","522","186","sfx_tc306_spark_recovery_surge","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC307","Frost Fang","frost","anim_tc307_frost_strike_spiral","539","197","sfx_tc307_frost_strike_spiral","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC308","Metal Bloom","metal","anim_tc308_metal_pulse_burst","556","208","sfx_tc308_metal_pulse_burst","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC309","Shade Ward","shade","anim_tc309_shade_guard_rain","573","219","sfx_tc309_shade_guard_rain","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC310","Radiant Lance","radiant","anim_tc310_radiant_field_lash","590","230","sfx_tc310_radiant_field_lash","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC311","Mind Step","mind","anim_tc311_mind_bind_ring","607","241","sfx_tc311_mind_bind_ring","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC312","Echo Howl","echo","anim_tc312_echo_recovery_wave","624","252","sfx_tc312_echo_recovery_wave","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC313","Ember Guard","ember","anim_tc313_ember_strike_slash","641","263","sfx_tc313_ember_strike_slash","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC314","Tide Crash","tide","anim_tc314_tide_pulse_flare","658","274","sfx_tc314_tide_pulse_flare","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC315","Verdance Thread","verdance","anim_tc315_verdance_guard_quake","675","285","sfx_tc315_verdance_guard_quake","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC316","Stone Field","stone","anim_tc316_stone_field_beam","692","296","sfx_tc316_stone_field_beam","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC317","Gale Mark","gale","anim_tc317_gale_bind_ripple","709","307","sfx_tc317_gale_bind_ripple","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC318","Spark Rush","spark","anim_tc318_spark_recovery_shard","726","318","sfx_tc318_spark_recovery_shard","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC319","Frost Song","frost","anim_tc319_frost_strike_chain","743","329","sfx_tc319_frost_strike_chain","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC320","Metal Blade","metal","anim_tc320_metal_pulse_veil","760","340","sfx_tc320_metal_pulse_veil","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC321","Shade Nova","shade","anim_tc321_shade_guard_arc","777","351","sfx_tc321_shade_guard_arc","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC322","Radiant Rift","radiant","anim_tc322_radiant_field_surge","794","362","sfx_tc322_radiant_field_surge","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC323","Mind Comet","mind","anim_tc323_mind_bind_spiral","811","373","sfx_tc323_mind_bind_spiral","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC324","Echo Bind","echo","anim_tc324_echo_recovery_burst","828","384","sfx_tc324_echo_recovery_burst","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC325","Ember Mirror","ember","anim_tc325_ember_strike_rain","845","395","sfx_tc325_ember_strike_rain","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC326","Tide Drift","tide","anim_tc326_tide_pulse_lash","862","406","sfx_tc326_tide_pulse_lash","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC327","Verdance Aegis","verdance","anim_tc327_verdance_guard_ring","879","417","sfx_tc327_verdance_guard_ring","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC328","Stone Burst","stone","anim_tc328_stone_field_wave","896","428","sfx_tc328_stone_field_wave","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC329","Gale Orbit","gale","anim_tc329_gale_bind_slash","913","439","sfx_tc329_gale_bind_slash","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC330","Spark Needle","spark","anim_tc330_spark_recovery_flare","930","450","sfx_tc330_spark_recovery_flare","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC331","Frost Snap","frost","anim_tc331_frost_strike_quake","947","461","sfx_tc331_frost_strike_quake","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC332","Metal Surge","metal","anim_tc332_metal_pulse_beam","964","472","sfx_tc332_metal_pulse_beam","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC333","Shade Veil","shade","anim_tc333_shade_guard_ripple","981","483","sfx_tc333_shade_guard_ripple","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC334","Radiant Spiral","radiant","anim_tc334_radiant_field_shard","998","494","sfx_tc334_radiant_field_shard","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC335","Mind Crown","mind","anim_tc335_mind_bind_chain","1015","505","sfx_tc335_mind_bind_chain","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC336","Echo Pulse","echo","anim_tc336_echo_recovery_veil","1032","516","sfx_tc336_echo_recovery_veil","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC337","Ember Fang","ember","anim_tc337_ember_strike_arc","529","527","sfx_tc337_ember_strike_arc","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC338","Tide Bloom","tide","anim_tc338_tide_pulse_surge","546","538","sfx_tc338_tide_pulse_surge","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC339","Verdance Ward","verdance","anim_tc339_verdance_guard_spiral","563","549","sfx_tc339_verdance_guard_spiral","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC340","Stone Lance","stone","anim_tc340_stone_field_burst","580","560","sfx_tc340_stone_field_burst","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC341","Gale Step","gale","anim_tc341_gale_bind_rain","597","571","sfx_tc341_gale_bind_rain","rear","orbit","cleanse","#87CDEB","#FFFFFF"
