"id","name","archetype","home_city","level_policy","team_theme","starts_battle","reward_marks","dialogue_key","world_role","placed_in_world","placement_kind","can_have_legendary"
"NPC0381","Quin Silt","route_binder","city_21","story_plus_party_scaled","stone","talk_to_battle","1527","dlg_npc0381","fixed_world_battle","true","route_city_dungeon","false"
"NPC0382","Rhea Keir","city_binder","city_22","story_plus_party_scaled","gale","talk_to_battle","1544","dlg_npc0382","fixed_world_battle","true","route_city_dungeon","false"
"NPC0383","Senn Noct","arena_apprentice","city_23","story_plus_party_scaled","spark","talk_to_battle","1561","dlg_npc0383","fixed_world_battle","true","route_city_dungeon","false"
"NPC0384","Talia Arc","veyr_scout","city_24","story_plus_party_scaled","frost","talk_to_battle","1578","dlg_npc0384","fixed_world_battle","true","route_city_dungeon","false"
"NPC0385","Uma Holt","relic_hunter","city_25","story_plus_party_scaled","metal","talk_to_battle","1595","dlg_npc0385","fixed_world_battle","true","route_city_dungeon","false"
"NPC0386","Venn Sol","prism_student","city_26","story_plus_party_scaled","shade","talk_to_battle","1612","dlg_npc0386","fixed_world_battle","true","route_city_dungeon","false"
"NPC0387","Wren Maren","field_medic","city_27","story_plus_party_scaled","radiant","talk_to_battle","1629","dlg_npc0387","fixed_world_battle","true","route_city_dungeon","false"
"NPC0388","Xara Tor","storm_sailor","city_28","story_plus_party_scaled","mind","talk_to_battle","1646","dlg_npc0388","fixed_world_battle","true","route_city_dungeon","false"
"NPC0389","Yven Vale","archive_duelist","city_29","story_plus_party_scaled","echo","talk_to_battle","1663","dlg_npc0389","fixed_world_battle","true","route_city_dungeon","false"
"NPC0390","Zale Quill","postgame_master","city_30","story_plus_party_scaled","mind","talk_to_battle","1680","dlg_npc0390","fixed_world_battle","true","route_city_dungeon","false"
"NPC0391","Ari Nox","route_binder","city_01","story_plus_party_scaled","ember","talk_to_battle","1697","dlg_npc0391","fixed_world_battle","true","route_city_dungeon","false"
"NPC0392","Bela Reed","city_binder","city_02","story_plus_party_scaled","tide","talk_to_battle","1714","dlg_npc0392","fixed_world_battle","true","route_city_dungeon","false"
"NPC0393","Cato Esh","arena_apprentice","city_03","story_plus_party_scaled","verdance","talk_to_battle","1731","dlg_npc0393","fixed_world_battle","true","route_city_dungeon","false"
"NPC0394","Dena Rusk","veyr_scout","city_04","story_plus_party_scaled","stone","talk_to_battle","1748","dlg_npc0394","fixed_world_battle","true","route_city_dungeon","false"
"NPC0395","Eron Voss","relic_hunter","city_05","story_plus_party_scaled","gale","talk_to_battle","1765","dlg_npc0395","fixed_world_battle","true","route_city_dungeon","false"
"NPC0396","Fia Rook","prism_student","city_06","story_plus_party_scaled","spark","talk_to_battle","1782","dlg_npc0396","fixed_world_battle","true","route_city_dungeon","false"
"NPC0397","Garr Fenn","field_medic","city_07","story_plus_party_scaled","frost","talk_to_battle","1799","dlg_npc0397","fixed_world_battle","true","route_city_dungeon","false"
"NPC0398","Hale Wren","storm_sailor","city_08","story_plus_party_scaled","metal","talk_to_battle","1816","dlg_npc0398","fixed_world_battle","true","route_city_dungeon","false"
"NPC0399","Ira Pell","archive_duelist","city_09","story_plus_party_scaled","shade","talk_to_battle","1833","dlg_npc0399","fixed_world_battle","true","route_city_dungeon","false"
"NPC0400","Juno Thane","postgame_master","city_10","story_plus_party_scaled","radiant","talk_to_battle","1850","dlg_npc0400","fixed_world_battle","true","route_city_dungeon","false"
"NPC0401","Kira Silt","route_binder","city_11","story_plus_party_scaled","mind","talk_to_battle","1867","dlg_npc0401","fixed_world_battle","true","route_city_dungeon","false"
"NPC0402","Lio Keir","city_binder","city_12","story_plus_party_scaled","echo","talk_to_battle","1884","dlg_npc0402","fixed_world_battle","true","route_city_dungeon","false"
"NPC0403","Mira Noct","arena_apprentice","city_13","story_plus_party_scaled","echo","talk_to_battle","1901","dlg_npc0403","fixed_world_battle","true","route_city_dungeon","false"
"NPC0404","Nox Arc","veyr_scout","city_14","story_plus_party_scaled","ember","talk_to_battle","1918","dlg_npc0404","fixed_world_battle","true","route_city_dungeon","false"
"NPC0405","Oren Holt","relic_hunter","city_15","story_plus_party_scaled","tide","talk_to_battle","1935","dlg_npc0405","fixed_world_battle","true","route_city_dungeon","false"
"NPC0406","Pax Sol","prism_student","city_16","story_plus_party_scaled","verdance","talk_to_battle","1952","dlg_npc0406","fixed_world_battle","true","route_city_dungeon","false"
"NPC0407","Quin Maren","field_medic","city_17","story_plus_party_scaled","stone","talk_to_battle","1969","dlg_npc0407","fixed_world_battle","true","route_city_dungeon","false"
"NPC0408","Rhea Tor","storm_sailor","city_18","story_plus_party_scaled","gale","talk_to_battle","1986","dlg_npc0408","fixed_world_battle","true","route_city_dungeon","false"
"NPC0409","Senn Vale","archive_duelist","city_19","story_plus_party_scaled","spark","talk_to_battle","2003","dlg_npc0409","fixed_world_battle","true","route_city_dungeon","false"
"NPC0410","Talia Quill","postgame_master","city_20","story_plus_party_scaled","frost","talk_to_battle","2020","dlg_npc0410","fixed_world_battle","true","route_city_dungeon","false"
"NPC0411","Uma Nox","route_binder","city_21","story_plus_party_scaled","metal","talk_to_battle","2037","dlg_npc0411","fixed_world_battle","true","route_city_dungeon","false"
"NPC0412","Venn Reed","city_binder","city_22","story_plus_party_scaled","shade","talk_to_battle","2054","dlg_npc0412","fixed_world_battle","true","route_city_dungeon","false"
"NPC0413","Wren Esh","arena_apprentice","city_23","story_plus_party_scaled","radiant","talk_to_battle","2071","dlg_npc0413","fixed_world_battle","true","route_city_dungeon","false"
"NPC0414","Xara Rusk","veyr_scout","city_24","story_plus_party_scaled","mind","talk_to_battle","2088","dlg_npc0414","fixed_world_battle","true","route_city_dungeon","false"
"NPC0415","Yven Voss","relic_hunter","city_25","story_plus_party_scaled","echo","talk_to_battle","2105","dlg_npc0415","fixed_world_battle","true","route_city_dungeon","false"
"NPC0416","Zale Rook","prism_student","city_26","story_plus_party_scaled","shade","talk_to_battle","2122","dlg_npc0416","fixed_world_battle","true","route_city_dungeon","false"
"NPC0417","Ari Fenn","field_medic","city_27","story_plus_party_scaled","ember","talk_to_battle","2139","dlg_npc0417","fixed_world_battle","true","route_city_dungeon","false"
"NPC0418","Bela Wren","storm_sailor","city_28","story_plus_party_scaled","tide","talk_to_battle","2156","dlg_npc0418","fixed_world_battle","true","route_city_dungeon","false"
"NPC0419","Cato Pell","archive_duelist","city_29","story_plus_party_scaled","verdance","talk_to_battle","2173","dlg_npc0419","fixed_world_battle","true","route_city_dungeon","false"
"NPC0420","Dena Thane","postgame_master","city_30","story_plus_party_scaled","stone","talk_to_battle","2190","dlg_npc0420","fixed_world_battle","true","route_city_dungeon","false"
"NPC0421","Eron Silt","route_binder","city_01","story_plus_party_scaled","gale","talk_to_battle","2207","dlg_npc0421","fixed_world_battle","true","route_city_dungeon","false"
"NPC0422","Fia Keir","city_binder","city_02","story_plus_party_scaled","spark","talk_to_battle","2224","dlg_npc0422","fixed_world_battle","true","route_city_dungeon","false"
"NPC0423","Garr Noct","arena_apprentice","city_03","story_plus_party_scaled","frost","talk_to_battle","2241","dlg_npc0423","fixed_world_battle","true","route_city_dungeon","false"
"NPC0424","Hale Arc","veyr_scout","city_04","story_plus_party_scaled","metal","talk_to_battle","2258","dlg_npc0424","fixed_world_battle","true","route_city_dungeon","false"
"NPC0425","Ira Holt","relic_hunter","city_05","story_plus_party_scaled","shade","talk_to_battle","2275","dlg_npc0425","fixed_world_battle","true","route_city_dungeon","false"
"NPC0426","Juno Sol","prism_student","city_06","story_plus_party_scaled","radiant","talk_to_battle","2292","dlg_npc0426","fixed_world_battle","true","route_city_dungeon","false"
"NPC0427","Kira Maren","field_medic","city_07","story_plus_party_scaled","mind","talk_to_battle","2309","dlg_npc0427","fixed_world_battle","true","route_city_dungeon","false"
"NPC0428","Lio Tor","storm_sailor","city_08","story_plus_party_scaled","echo","talk_to_battle","2326","dlg_npc0428","fixed_world_battle","true","route_city_dungeon","false"
"NPC0429","Mira Vale","archive_duelist","city_09","story_plus_party_scaled","radiant","talk_to_battle","2343","dlg_npc0429","fixed_world_battle","true","route_city_dungeon","false"
"NPC0430","Nox Quill","postgame_master","city_10","story_plus_party_scaled","ember","talk_to_battle","2360","dlg_npc0430","fixed_world_battle","true","route_city_dungeon","false"
"NPC0431","Oren Nox","route_binder","city_11","story_plus_party_scaled","tide","talk_to_battle","2377","dlg_npc0431","fixed_world_battle","true","route_city_dungeon","false"
"NPC0432","Pax Reed","city_binder","city_12","story_plus_party_scaled","verdance","talk_to_battle","2394","dlg_npc0432","fixed_world_battle","true","route_city_dungeon","false"
"NPC0433","Quin Esh","arena_apprentice","city_13","story_plus_party_scaled","stone","talk_to_battle","2411","dlg_npc0433","fixed_world_battle","true","route_city_dungeon","false"
"NPC0434","Rhea Rusk","veyr_scout","city_14","story_plus_party_scaled","gale","talk_to_battle","2428","dlg_npc0434","fixed_world_battle","true","route_city_dungeon","false"
"NPC0435","Senn Voss","relic_hunter","city_15","story_plus_party_scaled","spark","talk_to_battle","2445","dlg_npc0435","fixed_world_battle","true","route_city_dungeon","false"
"NPC0436","Talia Rook","prism_student","city_16","story_plus_party_scaled","frost","talk_to_battle","2462","dlg_npc0436","fixed_world_battle","true","route_city_dungeon","false"
"NPC0437","Uma Fenn","field_medic","city_17","story_plus_party_scaled","metal","talk_to_battle","2479","dlg_npc0437","fixed_world_battle","true","route_city_dungeon","false"
"NPC0438","Venn Wren","storm_sailor","city_18","story_plus_party_scaled","shade","talk_to_battle","2496","dlg_npc0438","fixed_world_battle","true","route_city_dungeon","false"
"NPC0439","Wren Pell","archive_duelist","city_19","story_plus_party_scaled","radiant","talk_to_battle","2513","dlg_npc0439","fixed_world_battle","true","route_city_dungeon","false"
"NPC0440","Xara Thane","postgame_master","city_20","story_plus_party_scaled","mind","talk_to_battle","2530","dlg_npc0440","fixed_world_battle","true","route_city_dungeon","false"
"NPC0441","Yven Silt","route_binder","city_21","story_plus_party_scaled","echo","talk_to_battle","2547","dlg_npc0441","fixed_world_battle","true","route_city_dungeon","false"
"NPC0442","Zale Keir","city_binder","city_22","story_plus_party_scaled","mind","talk_to_battle","64","dlg_npc0442","fixed_world_battle","true","route_city_dungeon","false"
"NPC0443","Ari Noct","arena_apprentice","city_23","story_plus_party_scaled","ember","talk_to_battle","81","dlg_npc0443","fixed_world_battle","true","route_city_dungeon","false"
"NPC0444","Bela Arc","veyr_scout","city_24","story_plus_party_scaled","tide","talk_to_battle","98","dlg_npc0444","fixed_world_battle","true","route_city_dungeon","false"
"NPC0445","Cato Holt","relic_hunter","city_25","story_plus_party_scaled","verdance","talk_to_battle","115","dlg_npc0445","fixed_world_battle","true","route_city_dungeon","false"
"NPC0446","Dena Sol","prism_student","city_26","story_plus_party_scaled","stone","talk_to_battle","132","dlg_npc0446","fixed_world_battle","true","route_city_dungeon","false"
"NPC0447","Eron Maren","field_medic","city_27","story_plus_party_scaled","gale","talk_to_battle","149","dlg_npc0447","fixed_world_battle","true","route_city_dungeon","false"
"NPC0448","Fia Tor","storm_sailor","city_28","story_plus_party_scaled","spark","talk_to_battle","166","dlg_npc0448","fixed_world_battle","true","route_city_dungeon","false"
"NPC0449","Garr Vale","archive_duelist","city_29","story_plus_party_scaled","frost","talk_to_battle","183","dlg_npc0449","fixed_world_battle","true","route_city_dungeon","false"
"NPC0450","Hale Quill","postgame_master","city_30","story_plus_party_scaled","metal","talk_to_battle","200","dlg_npc0450","fixed_world_battle","true","route_city_dungeon","false"
"NPC0451","Ira Nox","route_binder","city_01","story_plus_party_scaled","shade","talk_to_battle","217","dlg_npc0451","fixed_world_battle","true","route_city_dungeon","false"
"NPC0452","Juno Reed","city_binder","city_02","story_plus_party_scaled","radiant","talk_to_battle","234","dlg_npc0452","fixed_world_battle","true","route_city_dungeon","false"
"NPC0453","Kira Esh","arena_apprentice","city_03","story_plus_party_scaled","mind","talk_to_battle","251","dlg_npc0453","fixed_world_battle","true","route_city_dungeon","false"
"NPC0454","Lio Rusk","veyr_scout","city_04","story_plus_party_scaled","echo","talk_to_battle","268","dlg_npc0454","fixed_world_battle","true","route_city_dungeon","false"
"NPC0455","Mira Voss","relic_hunter","city_05","story_plus_party_scaled","echo","talk_to_battle","285","dlg_npc0455","fixed_world_battle","true","route_city_dungeon","false"
"NPC0456","Nox Rook","prism_student","city_06","story_plus_party_scaled","ember","talk_to_battle","302","dlg_npc0456","fixed_world_battle","true","route_city_dungeon","false"
"NPC0457","Oren Fenn","field_medic","city_07","story_plus_party_scaled","tide","talk_to_battle","319","dlg_npc0457","fixed_world_battle","true","route_city_dungeon","false"
"NPC0458","Pax Wren","storm_sailor","city_08","story_plus_party_scaled","verdance","talk_to_battle","336","dlg_npc0458","fixed_world_battle","true","route_city_dungeon","false"
"NPC0459","Quin Pell","archive_duelist","city_09","story_plus_party_scaled","stone","talk_to_battle","353","dlg_npc0459","fixed_world_battle","true","route_city_dungeon","false"
"NPC0460","Rhea Thane","postgame_master","city_10","story_plus_party_scaled","gale","talk_to_battle","370","dlg_npc0460","fixed_world_battle","true","route_city_dungeon","false"
"NPC0461","Senn Silt","route_binder","city_11","story_plus_party_scaled","spark","talk_to_battle","387","dlg_npc0461","fixed_world_battle","true","route_city_dungeon","false"
"NPC0462","Talia Keir","city_binder","city_12","story_plus_party_scaled","frost","talk_to_battle","404","dlg_npc0462","fixed_world_battle","true","route_city_dungeon","false"
"NPC0463","Uma Noct","arena_apprentice","city_13","story_plus_party_scaled","metal","talk_to_battle","421","dlg_npc0463","fixed_world_battle","true","route_city_dungeon","false"
"NPC0464","Venn Arc","veyr_scout","city_14","story_plus_party_scaled","shade","talk_to_battle","438","dlg_npc0464","fixed_world_battle","true","route_city_dungeon","false"
"NPC0465","Wren Holt","relic_hunter","city_15","story_plus_party_scaled","radiant","talk_to_battle","455","dlg_npc0465","fixed_world_battle","true","route_city_dungeon","false"
"NPC0466","Xara Sol","prism_student","city_16","story_plus_party_scaled","mind","talk_to_battle","472","dlg_npc0466","fixed_world_battle","true","route_city_dungeon","false"
"NPC0467","Yven Maren","field_medic","city_17","story_plus_party_scaled","echo","talk_to_battle","489","dlg_npc0467","fixed_world_battle","true","route_city_dungeon","false"
"NPC0468","Zale Tor","storm_sailor","city_18","story_plus_party_scaled","shade","talk_to_battle","506","dlg_npc0468","fixed_world_battle","true","route_city_dungeon","false"
"NPC0469","Ari Vale","archive_duelist","city_19","story_plus_party_scaled","ember","talk_to_battle","523","dlg_npc0469","fixed_world_battle","true","route_city_dungeon","false"
"NPC0470","Bela Quill","postgame_master","city_20","story_plus_party_scaled","tide","talk_to_battle","540","dlg_npc0470","fixed_world_battle","true","route_city_dungeon","false"
"NPC0471","Cato Nox","route_binder","city_21","story_plus_party_scaled","verdance","talk_to_battle","557","dlg_npc0471","fixed_world_battle","true","route_city_dungeon","false"
"NPC0472","Dena Reed","city_binder","city_22","story_plus_party_scaled","stone","talk_to_battle","574","dlg_npc0472","fixed_world_battle","true","route_city_dungeon","false"
"NPC0473","Eron Esh","arena_apprentice","city_23","story_plus_party_scaled","gale","talk_to_battle","591","dlg_npc0473","fixed_world_battle","true","route_city_dungeon","false"
"NPC0474","Fia Rusk","veyr_scout","city_24","story_plus_party_scaled","spark","talk_to_battle","608","dlg_npc0474","fixed_world_battle","true","route_city_dungeon","false"
"NPC0475","Garr Voss","relic_hunter","city_25","story_plus_party_scaled","frost","talk_to_battle","625","dlg_npc0475","fixed_world_battle","true","route_city_dungeon","false"
"NPC0476","Hale Rook","prism_student","city_26","story_plus_party_scaled","metal","talk_to_battle","642","dlg_npc0476","fixed_world_battle","true","route_city_dungeon","false"
"NPC0477","Ira Fenn","field_medic","city_27","story_plus_party_scaled","shade","talk_to_battle","659","dlg_npc0477","fixed_world_battle","true","route_city_dungeon","false"
"NPC0478","Juno Wren","storm_sailor","city_28","story_plus_party_scaled","radiant","talk_to_battle","676","dlg_npc0478","fixed_world_battle","true","route_city_dungeon","false"
"NPC0479","Kira Pell","archive_duelist","city_29","story_plus_party_scaled","mind","talk_to_battle","693","dlg_npc0479","fixed_world_battle","true","route_city_dungeon","false"
"NPC0480","Lio Thane","postgame_master","city_30","story_plus_party_scaled","echo","talk_to_battle","710","dlg_npc0480","fixed_world_battle","true","route_city_dungeon","false"
"NPC0481","Mira Silt","route_binder","city_01","story_plus_party_scaled","radiant","talk_to_battle","727","dlg_npc0481","fixed_world_battle","true","route_city_dungeon","false"
"NPC0482","Nox Keir","city_binder","city_02","story_plus_party_scaled","ember","talk_to_battle","744","dlg_npc0482","fixed_world_battle","true","route_city_dungeon","false"
"NPC0483","Oren Noct","arena_apprentice","city_03","story_plus_party_scaled","tide","talk_to_battle","761","dlg_npc0483","fixed_world_battle","true","route_city_dungeon","false"
"NPC0484","Pax Arc","veyr_scout","city_04","story_plus_party_scaled","verdance","talk_to_battle","778","dlg_npc0484","fixed_world_battle","true","route_city_dungeon","false"
"NPC0485","Quin Holt","relic_hunter","city_05","story_plus_party_scaled","stone","talk_to_battle","795","dlg_npc0485","fixed_world_battle","true","route_city_dungeon","false"
"NPC0486","Rhea Sol","prism_student","city_06","story_plus_party_scaled","gale","talk_to_battle","812","dlg_npc0486","fixed_world_battle","true","route_city_dungeon","false"
"NPC0487","Senn Maren","field_medic","city_07","story_plus_party_scaled","spark","talk_to_battle","829","dlg_npc0487","fixed_world_battle","true","route_city_dungeon","false"
"NPC0488","Talia Tor","storm_sailor","city_08","story_plus_party_scaled","frost","talk_to_battle","846","dlg_npc0488","fixed_world_battle","true","route_city_dungeon","false"
"NPC0489","Uma Vale","archive_duelist","city_09","story_plus_party_scaled","metal","talk_to_battle","863","dlg_npc0489","fixed_world_battle","true","route_city_dungeon","false"
"NPC0490","Venn Quill","postgame_master","city_10","story_plus_party_scaled","shade","talk_to_battle","880","dlg_npc0490","fixed_world_battle","true","route_city_dungeon","false"
"NPC0491","Wren Nox","route_binder","city_11","story_plus_party_scaled","radiant","talk_to_battle","897","dlg_npc0491","fixed_world_battle","true","route_city_dungeon","false"
"NPC0492","Xara Reed","city_binder","city_12","story_plus_party_scaled","mind","talk_to_battle","914","dlg_npc0492","fixed_world_battle","true","route_city_dungeon","false"
"NPC0493","Yven Esh","arena_apprentice","city_13","story_plus_party_scaled","echo","talk_to_battle","931","dlg_npc0493","fixed_world_battle","true","route_city_dungeon","false"
"NPC0494","Zale Rusk","veyr_scout","city_14","story_plus_party_scaled","mind","talk_to_battle","948","dlg_npc0494","fixed_world_battle","true","route_city_dungeon","false"
"NPC0495","Ari Voss","relic_hunter","city_15","story_plus_party_scaled","ember","talk_to_battle","965","dlg_npc0495","fixed_world_battle","true","route_city_dungeon","false"
"NPC0496","Bela Rook","prism_student","city_16","story_plus_party_scaled","tide","talk_to_battle","982","dlg_npc0496","fixed_world_battle","true","route_city_dungeon","false"
"NPC0497","Cato Fenn","field_medic","city_17","story_plus_party_scaled","verdance","talk_to_battle","999","dlg_npc0497","fixed_world_battle","true","route_city_dungeon","false"
"NPC0498","Dena Wren","storm_sailor","city_18","story_plus_party_scaled","stone","talk_to_battle","1016","dlg_npc0498","fixed_world_battle","true","route_city_dungeon","false"
"NPC0499","Eron Pell","archive_duelist","city_19","story_plus_party_scaled","gale","talk_to_battle","1033","dlg_npc0499","fixed_world_battle","true","route_city_dungeon","false"
"NPC0500","Fia Thane","postgame_master","city_20","story_plus_party_scaled","spark","talk_to_battle","1050","dlg_npc0500","fixed_world_battle","true","route_city_dungeon","false"
"NPC0501","Garr Silt","route_binder","city_21","story_plus_party_scaled","frost","talk_to_battle","1067","dlg_npc0501","fixed_world_battle","true","route_city_dungeon","false"
"NPC0502","Hale Keir","city_binder","city_22","story_plus_party_scaled","metal","talk_to_battle","1084","dlg_npc0502","fixed_world_battle","true","route_city_dungeon","false"
"NPC0503","Ira Noct","arena_apprentice","city_23","story_plus_party_scaled","shade","talk_to_battle","1101","dlg_npc0503","fixed_world_battle","true","route_city_dungeon","false"
"NPC0504","Juno Arc","veyr_scout","city_24","story_plus_party_scaled","radiant","talk_to_battle","1118","dlg_npc0504","fixed_world_battle","true","route_city_dungeon","false"
"NPC0505","Kira Holt","relic_hunter","city_25","story_plus_party_scaled","mind","talk_to_battle","1135","dlg_npc0505","fixed_world_battle","true","route_city_dungeon","false"
"NPC0506","Lio Sol","prism_student","city_26","story_plus_party_scaled","echo","talk_to_battle","1152","dlg_npc0506","fixed_world_battle","true","route_city_dungeon","false"
"NPC0507","Mira Maren","field_medic","city_27","story_plus_party_scaled","echo","talk_to_battle","1169","dlg_npc0507","fixed_world_battle","true","route_city_dungeon","false"
"NPC0508","Nox Tor","storm_sailor","city_28","story_plus_party_scaled","ember","talk_to_battle","1186","dlg_npc0508","fixed_world_battle","true","route_city_dungeon","false"
"NPC0509","Oren Vale","archive_duelist","city_29","story_plus_party_scaled","tide","talk_to_battle","1203","dlg_npc0509","fixed_world_battle","true","route_city_dungeon","false"
"NPC0510","Pax Quill","postgame_master","city_30","story_plus_party_scaled","verdance","talk_to_battle","1220","dlg_npc0510","fixed_world_battle","true","route_city_dungeon","false"
"NPC0511","Quin Nox","route_binder","city_01","story_plus_party_scaled","stone","talk_to_battle","1237","dlg_npc0511","fixed_world_battle","true","route_city_dungeon","false"
"NPC0512","Rhea Reed","city_binder","city_02","story_plus_party_scaled","gale","talk_to_battle","1254","dlg_npc0512","fixed_world_battle","true","route_city_dungeon","false"
"NPC0513","Senn Esh","arena_apprentice","city_03","story_plus_party_scaled","spark","talk_to_battle","1271","dlg_npc0513","fixed_world_battle","true","route_city_dungeon","false"
"NPC0514","Talia Rusk","veyr_scout","city_04","story_plus_party_scaled","frost","talk_to_battle","1288","dlg_npc0514","fixed_world_battle","true","route_city_dungeon","false"
"NPC0515","Uma Voss","relic_hunter","city_05","story_plus_party_scaled","metal","talk_to_battle","1305","dlg_npc0515","fixed_world_battle","true","route_city_dungeon","false"
"NPC0516","Venn Rook","prism_student","city_06","story_plus_party_scaled","shade","talk_to_battle","1322","dlg_npc0516","fixed_world_battle","true","route_city_dungeon","false"
"NPC0517","Wren Fenn","field_medic","city_07","story_plus_party_scaled","radiant","talk_to_battle","1339","dlg_npc0517","fixed_world_battle","true","route_city_dungeon","false"
"NPC0518","Xara Wren","storm_sailor","city_08","story_plus_party_scaled","mind","talk_to_battle","1356","dlg_npc0518","fixed_world_battle","true","route_city_dungeon","false"
"NPC0519","Yven Pell","archive_duelist","city_09","story_plus_party_scaled","echo","talk_to_battle","1373","dlg_npc0519","fixed_world_battle","true","route_city_dungeon","false"
"NPC0520","Zale Thane","postgame_master","city_10","story_plus_party_scaled","shade","talk_to_battle","1390","dlg_npc0520","fixed_world_battle","true","route_city_dungeon","false"
"NPC0521","Ari Silt","route_binder","city_11","story_plus_party_scaled","ember","talk_to_battle","1407","dlg_npc0521","fixed_world_battle","true","route_city_dungeon","false"
"NPC0522","Bela Keir","city_binder","city_12","story_plus_party_scaled","tide","talk_to_battle","1424","dlg_npc0522","fixed_world_battle","true","route_city_dungeon","false"
"NPC0523","Cato Noct","arena_apprentice","city_13","story_plus_party_scaled","verdance","talk_to_battle","1441","dlg_npc0523","fixed_world_battle","true","route_city_dungeon","false"
"NPC0524","Dena Arc","veyr_scout","city_14","story_plus_party_scaled","stone","talk_to_battle","1458","dlg_npc0524","fixed_world_battle","true","route_city_dungeon","false"
"NPC0525","Eron Holt","relic_hunter","city_15","story_plus_party_scaled","gale","talk_to_battle","1475","dlg_npc0525","fixed_world_battle","true","route_city_dungeon","false"
"NPC0526","Fia Sol","prism_student","city_16","story_plus_party_scaled","spark","talk_to_battle","1492","dlg_npc0526","fixed_world_battle","true","route_city_dungeon","false"
"NPC0527","Garr Maren","field_medic","city_17","story_plus_party_scaled","frost","talk_to_battle","1509","dlg_npc0527","fixed_world_battle","true","route_city_dungeon","false"
"NPC0528","Hale Tor","storm_sailor","city_18","story_plus_party_scaled","metal","talk_to_battle","1526","dlg_npc0528","fixed_world_battle","true","route_city_dungeon","false"
"NPC0529","Ira Vale","archive_duelist","city_19","story_plus_party_scaled","shade","talk_to_battle","1543","dlg_npc0529","fixed_world_battle","true","route_city_dungeon","false"
"NPC0530","Juno Quill","postgame_master","city_20","story_plus_party_scaled","radiant","talk_to_battle","1560","dlg_npc0530","fixed_world_battle","true","route_city_dungeon","false"
"NPC0531","Kira Nox","route_binder","city_21","story_plus_party_scaled","mind","talk_to_battle","1577","dlg_npc0531","fixed_world_battle","true","route_city_dungeon","false"
"NPC0532","Lio Reed","city_binder","city_22","story_plus_party_scaled","echo","talk_to_battle","1594","dlg_npc0532","fixed_world_battle","true","route_city_dungeon","false"
"NPC0533","Mira Esh","arena_apprentice","city_23","story_plus_party_scaled","radiant","talk_to_battle","1611","dlg_npc0533","fixed_world_battle","true","route_city_dungeon","false"
"NPC0534","Nox Rusk","veyr_scout","city_24","story_plus_party_scaled","ember","talk_to_battle","1628","dlg_npc0534","fixed_world_battle","true","route_city_dungeon","false"
"NPC0535","Oren Voss","relic_hunter","city_25","story_plus_party_scaled","tide","talk_to_battle","1645","dlg_npc0535","fixed_world_battle","true","route_city_dungeon","false"
"NPC0536","Pax Rook","prism_student","city_26","story_plus_party_scaled","verdance","talk_to_battle","1662","dlg_npc0536","fixed_world_battle","true","route_city_dungeon","false"
"NPC0537","Quin Fenn","field_medic","city_27","story_plus_party_scaled","stone","talk_to_battle","1679","dlg_npc0537","fixed_world_battle","true","route_city_dungeon","false"
"NPC0538","Rhea Wren","storm_sailor","city_28","story_plus_party_scaled","gale","talk_to_battle","1696","dlg_npc0538","fixed_world_battle","true","route_city_dungeon","false"
"NPC0539","Senn Pell","archive_duelist","city_29","story_plus_party_scaled","spark","talk_to_battle","1713","dlg_npc0539","fixed_world_battle","true","route_city_dungeon","false"
"NPC0540","Talia Thane","postgame_master","city_30","story_plus_party_scaled","frost","talk_to_battle","1730","dlg_npc0540","fixed_world_battle","true","route_city_dungeon","false"
"NPC0541","Uma Silt","route_binder","city_01","story_plus_party_scaled","metal","talk_to_battle","1747","dlg_npc0541","fixed_world_battle","true","route_city_dungeon","false"
"NPC0542","Venn Keir","city_binder","city_02","story_plus_party_scaled","shade","talk_to_battle","1764","dlg_npc0542","fixed_world_battle","true","route_city_dungeon","false"
"NPC0543","Wren Noct","arena_apprentice","city_03","story_plus_party_scaled","radiant","talk_to_battle","1781","dlg_npc0543","fixed_world_battle","true","route_city_dungeon","false"
"NPC0544","Xara Arc","veyr_scout","city_04","story_plus_party_scaled","mind","talk_to_battle","1798","dlg_npc0544","fixed_world_battle","true","route_city_dungeon","false"
"NPC0545","Yven Holt","relic_hunter","city_05","story_plus_party_scaled","echo","talk_to_battle","1815","dlg_npc0545","fixed_world_battle","true","route_city_dungeon","false"
"NPC0546","Zale Sol","prism_student","city_06","story_plus_party_scaled","mind","talk_to_battle","1832","dlg_npc0546","fixed_world_battle","true","route_city_dungeon","false"
"NPC0547","Ari Maren","field_medic","city_07","story_plus_party_scaled","ember","talk_to_battle","1849","dlg_npc0547","fixed_world_battle","true","route_city_dungeon","false"
"NPC0548","Bela Tor","storm_sailor","city_08","story_plus_party_scaled","tide","talk_to_battle","1866","dlg_npc0548","fixed_world_battle","true","route_city_dungeon","false"
"NPC0549","Cato Vale","archive_duelist","city_09","story_plus_party_scaled","verdance","talk_to_battle","1883","dlg_npc0549","fixed_world_battle","true","route_city_dungeon","false"
"NPC0550","Dena Quill","postgame_master","city_10","story_plus_party_scaled","stone","talk_to_battle","1900","dlg_npc0550","fixed_world_battle","true","route_city_dungeon","false"
"NPC0551","Eron Nox","route_binder","city_11","story_plus_party_scaled","gale","talk_to_battle","1917","dlg_npc0551","fixed_world_battle","true","route_city_dungeon","false"
