"echoform_id","echoform_name","level","technique_id","technique_name","element","source"
"E064","Lumenhare","1","TC316","Stone Field","stone","level_up"
"E064","Lumenhare","4","TC400","Stone Lance","stone","level_up"
"E064","Lumenhare","8","TC028","Stone Burst","stone","level_up"
"E064","Lumenhare","12","TC112","Stone Rift","stone","level_up"
"E064","Lumenhare","16","TC196","Stone Field","stone","level_up"
"E064","Lumenhare","20","TC280","Stone Lance","stone","level_up"
"E064","Lumenhare","25","TC364","Stone Spiral","stone","level_up"
"E064","Lumenhare","30","TC448","Stone Burst","stone","level_up"
"E064","Lumenhare","36","TC076","Stone Field","stone","level_up"
"E064","Lumenhare","44","TC160","Stone Lance","stone","level_up"
"E064","Lumenhare","52","TC244","Stone Spiral","stone","level_up"
"E064","Lumenhare","62","TC328","Stone Burst","stone","level_up"
"E065","Echofawn","1","TC329","Gale Orbit","gale","level_up"
"E065","Echofawn","4","TC413","Gale Comet","gale","level_up"
"E065","Echofawn","8","TC041","Gale Step","gale","level_up"
"E065","Echofawn","12","TC125","Gale Crown","gale","level_up"
"E065","Echofawn","16","TC209","Gale Orbit","gale","level_up"
"E065","Echofawn","20","TC293","Gale Comet","gale","level_up"
"E065","Echofawn","25","TC377","Gale Mark","gale","level_up"
"E065","Echofawn","30","TC005","Gale Crown","gale","level_up"
"E065","Echofawn","36","TC089","Gale Orbit","gale","level_up"
"E065","Echofawn","44","TC173","Gale Comet","gale","level_up"
"E065","Echofawn","52","TC257","Gale Mark","gale","level_up"
"E065","Echofawn","62","TC341","Gale Step","gale","level_up"
"E066","Frostkit","1","TC342","Spark Howl","spark","level_up"
"E066","Frostkit","4","TC443","Mind Comet","mind","level_up"
"E066","Frostkit","8","TC054","Spark Bind","spark","level_up"
"E066","Frostkit","12","TC167","Mind Mark","mind","level_up"
"E066","Frostkit","16","TC222","Spark Howl","spark","level_up"
"E066","Frostkit","20","TC335","Mind Crown","mind","level_up"
"E066","Frostkit","25","TC390","Spark Needle","spark","level_up"
"E066","Frostkit","30","TC059","Mind Orbit","mind","level_up"
"E066","Frostkit","36","TC102","Spark Howl","spark","level_up"
"E066","Frostkit","44","TC227","Mind Mark","mind","level_up"
"E066","Frostkit","52","TC270","Spark Needle","spark","level_up"
"E066","Frostkit","62","TC395","Mind Crown","mind","level_up"
"E067","Brinewing","1","TC367","Frost Fang","frost","level_up"
"E067","Brinewing","4","TC007","Frost Fang","frost","level_up"
"E067","Brinewing","8","TC091","Frost Snap","frost","level_up"
"E067","Brinewing","12","TC175","Frost Mirror","frost","level_up"
"E067","Brinewing","16","TC259","Frost Song","frost","level_up"
"E067","Brinewing","20","TC343","Frost Guard","frost","level_up"
"E067","Brinewing","25","TC427","Frost Fang","frost","level_up"
"E067","Brinewing","30","TC067","Frost Fang","frost","level_up"
"E067","Brinewing","36","TC151","Frost Snap","frost","level_up"
"E067","Brinewing","44","TC235","Frost Mirror","frost","level_up"
"E067","Brinewing","52","TC319","Frost Song","frost","level_up"
"E067","Brinewing","62","TC403","Frost Guard","frost","level_up"
"E068","Thornray","1","TC380","Metal Blade","metal","level_up"
"E068","Thornray","4","TC020","Metal Blade","metal","level_up"
"E068","Thornray","8","TC104","Metal Crash","metal","level_up"
"E068","Thornray","12","TC188","Metal Bloom","metal","level_up"
"E068","Thornray","16","TC272","Metal Surge","metal","level_up"
"E068","Thornray","20","TC356","Metal Drift","metal","level_up"
"E068","Thornray","25","TC440","Metal Blade","metal","level_up"
"E068","Thornray","30","TC080","Metal Blade","metal","level_up"
"E068","Thornray","36","TC164","Metal Crash","metal","level_up"
"E068","Thornray","44","TC248","Metal Bloom","metal","level_up"
"E068","Thornray","52","TC332","Metal Surge","metal","level_up"
"E068","Thornray","62","TC416","Metal Drift","metal","level_up"
"E069","Sparkferret","1","TC393","Shade Veil","shade","level_up"
"E069","Sparkferret","4","TC002","Tide Surge","tide","level_up"
"E069","Sparkferret","8","TC117","Shade Aegis","shade","level_up"
"E069","Sparkferret","12","TC170","Tide Blade","tide","level_up"
"E069","Sparkferret","16","TC285","Shade Thread","shade","level_up"
"E069","Sparkferret","20","TC338","Tide Bloom","tide","level_up"
"E069","Sparkferret","25","TC009","Shade Ward","shade","level_up"
"E069","Sparkferret","30","TC050","Tide Blade","tide","level_up"
"E069","Sparkferret","36","TC177","Shade Aegis","shade","level_up"
"E069","Sparkferret","44","TC218","Tide Bloom","tide","level_up"
"E069","Sparkferret","52","TC345","Shade Thread","shade","level_up"
"E069","Sparkferret","62","TC386","Tide Drift","tide","level_up"
"E070","Basalthorn","1","TC406","Radiant Field","radiant","level_up"
"E070","Basalthorn","4","TC046","Radiant Field","radiant","level_up"
"E070","Basalthorn","8","TC130","Radiant Lance","radiant","level_up"
"E070","Basalthorn","12","TC214","Radiant Spiral","radiant","level_up"
"E070","Basalthorn","16","TC298","Radiant Burst","radiant","level_up"
"E070","Basalthorn","20","TC382","Radiant Rift","radiant","level_up"
"E070","Basalthorn","25","TC022","Radiant Rift","radiant","level_up"
"E070","Basalthorn","30","TC106","Radiant Field","radiant","level_up"
"E070","Basalthorn","36","TC190","Radiant Lance","radiant","level_up"
"E070","Basalthorn","44","TC274","Radiant Spiral","radiant","level_up"
"E070","Basalthorn","52","TC358","Radiant Burst","radiant","level_up"
"E070","Basalthorn","62","TC442","Radiant Rift","radiant","level_up"
"E071","Glowmole","1","TC419","Mind Orbit","mind","level_up"
"E071","Glowmole","4","TC059","Mind Orbit","mind","level_up"
"E071","Glowmole","8","TC143","Mind Comet","mind","level_up"
"E071","Glowmole","12","TC227","Mind Mark","mind","level_up"
"E071","Glowmole","16","TC311","Mind Step","mind","level_up"
"E071","Glowmole","20","TC395","Mind Crown","mind","level_up"
"E071","Glowmole","25","TC035","Mind Crown","mind","level_up"
"E071","Glowmole","30","TC119","Mind Orbit","mind","level_up"
"E071","Glowmole","36","TC203","Mind Comet","mind","level_up"
"E071","Glowmole","44","TC287","Mind Mark","mind","level_up"
"E071","Glowmole","52","TC371","Mind Step","mind","level_up"
"E071","Glowmole","62","TC011","Mind Step","mind","level_up"
"E072","Shadefin","1","TC432","Echo Howl","echo","level_up"
"E072","Shadefin","4","TC041","Gale Step","gale","level_up"
"E072","Shadefin","8","TC156","Echo Pulse","echo","level_up"
"E072","Shadefin","12","TC209","Gale Orbit","gale","level_up"
"E072","Shadefin","16","TC324","Echo Bind","echo","level_up"
"E072","Shadefin","20","TC377","Gale Mark","gale","level_up"
"E072","Shadefin","25","TC048","Echo Rush","echo","level_up"
"E072","Shadefin","30","TC089","Gale Orbit","gale","level_up"
"E072","Shadefin","36","TC216","Echo Pulse","echo","level_up"
"E072","Shadefin","44","TC257","Gale Mark","gale","level_up"
"E072","Shadefin","52","TC384","Echo Bind","echo","level_up"
"E072","Shadefin","62","TC425","Gale Crown","gale","level_up"
"E073","Copperkite","1","TC421","Ember Snap","ember","level_up"
"E073","Copperkite","4","TC049","Ember Song","ember","level_up"
"E073","Copperkite","8","TC133","Ember Guard","ember","level_up"
"E073","Copperkite","12","TC217","Ember Fang","ember","level_up"
"E073","Copperkite","16","TC301","Ember Snap","ember","level_up"
"E073","Copperkite","20","TC385","Ember Mirror","ember","level_up"
"E073","Copperkite","25","TC013","Ember Guard","ember","level_up"
"E073","Copperkite","30","TC097","Ember Fang","ember","level_up"
"E073","Copperkite","36","TC181","Ember Snap","ember","level_up"
"E073","Copperkite","44","TC265","Ember Mirror","ember","level_up"
"E073","Copperkite","52","TC349","Ember Song","ember","level_up"
"E073","Copperkite","62","TC433","Ember Guard","ember","level_up"
"E074","Rimevole","1","TC434","Tide Crash","tide","level_up"
"E074","Rimevole","4","TC062","Tide Surge","tide","level_up"
"E074","Rimevole","8","TC146","Tide Drift","tide","level_up"
"E074","Rimevole","12","TC230","Tide Blade","tide","level_up"
"E074","Rimevole","16","TC314","Tide Crash","tide","level_up"
"E074","Rimevole","20","TC398","Tide Bloom","tide","level_up"
"E074","Rimevole","25","TC026","Tide Drift","tide","level_up"
"E074","Rimevole","30","TC110","Tide Blade","tide","level_up"
"E074","Rimevole","36","TC194","Tide Crash","tide","level_up"
"E074","Rimevole","44","TC278","Tide Bloom","tide","level_up"
"E074","Rimevole","52","TC362","Tide Surge","tide","level_up"
"E074","Rimevole","62","TC446","Tide Drift","tide","level_up"
"E075","Myrraven","1","TC447","Verdance Aegis","verdance","level_up"
"E075","Myrraven","4","TC104","Metal Crash","metal","level_up"
"E075","Myrraven","8","TC159","Verdance Ward","verdance","level_up"
"E075","Myrraven","12","TC272","Metal Surge","metal","level_up"
"E075","Myrraven","16","TC327","Verdance Aegis","verdance","level_up"
"E075","Myrraven","20","TC440","Metal Blade","metal","level_up"
"E075","Myrraven","25","TC039","Verdance Ward","verdance","level_up"
"E075","Myrraven","30","TC164","Metal Crash","metal","level_up"
"E075","Myrraven","36","TC207","Verdance Aegis","verdance","level_up"
"E075","Myrraven","44","TC332","Metal Surge","metal","level_up"
"E075","Myrraven","52","TC375","Verdance Thread","verdance","level_up"
"E075","Myrraven","62","TC056","Metal Drift","metal","level_up"
"E076","Ashbloom","1","TC004","Stone Spiral","stone","level_up"
"E076","Ashbloom","4","TC088","Stone Burst","stone","level_up"
"E076","Ashbloom","8","TC172","Stone Rift","stone","level_up"
"E076","Ashbloom","12","TC256","Stone Field","stone","level_up"
"E076","Ashbloom","16","TC340","Stone Lance","stone","level_up"
"E076","Ashbloom","20","TC424","Stone Spiral","stone","level_up"
"E076","Ashbloom","25","TC052","Stone Rift","stone","level_up"
"E076","Ashbloom","30","TC136","Stone Field","stone","level_up"
"E076","Ashbloom","36","TC220","Stone Lance","stone","level_up"
"E076","Ashbloom","44","TC304","Stone Spiral","stone","level_up"
"E076","Ashbloom","52","TC388","Stone Burst","stone","level_up"
"E076","Ashbloom","62","TC016","Stone Field","stone","level_up"
"E077","Seaglassel","1","TC017","Gale Mark","gale","level_up"
"E077","Seaglassel","4","TC101","Gale Step","gale","level_up"
"E077","Seaglassel","8","TC185","Gale Crown","gale","level_up"
"E077","Seaglassel","12","TC269","Gale Orbit","gale","level_up"
"E077","Seaglassel","16","TC353","Gale Comet","gale","level_up"
"E077","Seaglassel","20","TC437","Gale Mark","gale","level_up"
"E077","Seaglassel","25","TC065","Gale Crown","gale","level_up"
"E077","Seaglassel","30","TC149","Gale Orbit","gale","level_up"
"E077","Seaglassel","36","TC233","Gale Comet","gale","level_up"
"E077","Seaglassel","44","TC317","Gale Mark","gale","level_up"
"E077","Seaglassel","52","TC401","Gale Step","gale","level_up"
"E077","Seaglassel","62","TC029","Gale Orbit","gale","level_up"
"E078","Windleap","1","TC030","Spark Needle","spark","level_up"
"E078","Windleap","4","TC143","Mind Comet","mind","level_up"
"E078","Windleap","8","TC198","Spark Rush","spark","level_up"
"E078","Windleap","12","TC311","Mind Step","mind","level_up"
"E078","Windleap","16","TC366","Spark Pulse","spark","level_up"
"E078","Windleap","20","TC035","Mind Crown","mind","level_up"
"E078","Windleap","25","TC078","Spark Rush","spark","level_up"
"E078","Windleap","30","TC203","Mind Comet","mind","level_up"
"E078","Windleap","36","TC246","Spark Pulse","spark","level_up"
"E078","Windleap","44","TC371","Mind Step","mind","level_up"
"E078","Windleap","52","TC414","Spark Bind","spark","level_up"
"E078","Windleap","62","TC095","Mind Crown","mind","level_up"
"E079","Rootfinch","1","TC067","Frost Fang","frost","level_up"
"E079","Rootfinch","4","TC151","Frost Snap","frost","level_up"
"E079","Rootfinch","8","TC235","Frost Mirror","frost","level_up"
"E079","Rootfinch","12","TC319","Frost Song","frost","level_up"
"E079","Rootfinch","16","TC403","Frost Guard","frost","level_up"
"E079","Rootfinch","20","TC043","Frost Guard","frost","level_up"
"E079","Rootfinch","25","TC127","Frost Fang","frost","level_up"
"E079","Rootfinch","30","TC211","Frost Snap","frost","level_up"
"E079","Rootfinch","36","TC295","Frost Mirror","frost","level_up"
"E079","Rootfinch","44","TC379","Frost Song","frost","level_up"
"E079","Rootfinch","52","TC019","Frost Song","frost","level_up"
"E079","Rootfinch","62","TC103","Frost Guard","frost","level_up"
"E080","Moltusk","1","TC080","Metal Blade","metal","level_up"
"E080","Moltusk","4","TC164","Metal Crash","metal","level_up"
"E080","Moltusk","8","TC248","Metal Bloom","metal","level_up"
"E080","Moltusk","12","TC332","Metal Surge","metal","level_up"
"E080","Moltusk","16","TC416","Metal Drift","metal","level_up"
"E080","Moltusk","20","TC056","Metal Drift","metal","level_up"
"E080","Moltusk","25","TC140","Metal Blade","metal","level_up"
"E080","Moltusk","30","TC224","Metal Crash","metal","level_up"
"E080","Moltusk","36","TC308","Metal Bloom","metal","level_up"
"E080","Moltusk","44","TC392","Metal Surge","metal","level_up"
"E080","Moltusk","52","TC032","Metal Surge","metal","level_up"
"E080","Moltusk","62","TC116","Metal Drift","metal","level_up"
"E081","Prismole","1","TC093","Shade Veil","shade","level_up"
"E081","Prismole","4","TC146","Tide Drift","tide","level_up"
"E081","Prismole","8","TC261","Shade Nova","shade","level_up"
"E081","Prismole","12","TC314","Tide Crash","tide","level_up"
"E081","Prismole","16","TC429","Shade Ward","shade","level_up"
"E081","Prismole","20","TC026","Tide Drift","tide","level_up"
"E081","Prismole","25","TC153","Shade Veil","shade","level_up"
"E081","Prismole","30","TC194","Tide Crash","tide","level_up"
"E081","Prismole","36","TC321","Shade Nova","shade","level_up"
"E081","Prismole","44","TC362","Tide Surge","tide","level_up"
"E081","Prismole","52","TC045","Shade Thread","shade","level_up"
"E081","Prismole","62","TC074","Tide Crash","tide","level_up"
"E082","Duskhound","1","TC106","Radiant Field","radiant","level_up"
"E082","Duskhound","4","TC190","Radiant Lance","radiant","level_up"
"E082","Duskhound","8","TC274","Radiant Spiral","radiant","level_up"
"E082","Duskhound","12","TC358","Radiant Burst","radiant","level_up"
"E082","Duskhound","16","TC442","Radiant Rift","radiant","level_up"
"E082","Duskhound","20","TC082","Radiant Rift","radiant","level_up"
"E082","Duskhound","25","TC166","Radiant Field","radiant","level_up"
"E082","Duskhound","30","TC250","Radiant Lance","radiant","level_up"
"E082","Duskhound","36","TC334","Radiant Spiral","radiant","level_up"
"E082","Duskhound","44","TC418","Radiant Burst","radiant","level_up"
"E082","Duskhound","52","TC058","Radiant Burst","radiant","level_up"
"E082","Duskhound","62","TC142","Radiant Rift","radiant","level_up"
"E083","Voltlynx","1","TC119","Mind Orbit","mind","level_up"
"E083","Voltlynx","4","TC203","Mind Comet","mind","level_up"
"E083","Voltlynx","8","TC287","Mind Mark","mind","level_up"
"E083","Voltlynx","12","TC371","Mind Step","mind","level_up"
"E083","Voltlynx","16","TC011","Mind Step","mind","level_up"
"E083","Voltlynx","20","TC095","Mind Crown","mind","level_up"
"E083","Voltlynx","25","TC179","Mind Orbit","mind","level_up"
"E083","Voltlynx","30","TC263","Mind Comet","mind","level_up"
"E083","Voltlynx","36","TC347","Mind Mark","mind","level_up"
"E083","Voltlynx","44","TC431","Mind Step","mind","level_up"
"E083","Voltlynx","52","TC071","Mind Step","mind","level_up"
"E083","Voltlynx","62","TC155","Mind Crown","mind","level_up"
"E084","Frosteel","1","TC132","Echo Howl","echo","level_up"
"E084","Frosteel","4","TC185","Gale Crown","gale","level_up"
"E084","Frosteel","8","TC300","Echo Needle","echo","level_up"
"E084","Frosteel","12","TC353","Gale Comet","gale","level_up"
"E084","Frosteel","16","TC024","Echo Bind","echo","level_up"
"E084","Frosteel","20","TC065","Gale Crown","gale","level_up"
"E084","Frosteel","25","TC192","Echo Howl","echo","level_up"
"E084","Frosteel","30","TC233","Gale Comet","gale","level_up"
"E084","Frosteel","36","TC360","Echo Needle","echo","level_up"
"E084","Frosteel","44","TC401","Gale Step","gale","level_up"
"E084","Frosteel","52","TC084","Echo Bind","echo","level_up"
"E084","Frosteel","62","TC113","Gale Comet","gale","level_up"
"E085","Auricub","1","TC109","Ember Song","ember","level_up"
"E085","Auricub","4","TC193","Ember Guard","ember","level_up"
"E085","Auricub","8","TC277","Ember Fang","ember","level_up"
"E085","Auricub","12","TC361","Ember Snap","ember","level_up"
"E085","Auricub","16","TC445","Ember Mirror","ember","level_up"
"E085","Auricub","20","TC073","Ember Guard","ember","level_up"
"E085","Auricub","25","TC157","Ember Fang","ember","level_up"
"E085","Auricub","30","TC241","Ember Snap","ember","level_up"
"E085","Auricub","36","TC325","Ember Mirror","ember","level_up"
"E085","Auricub","44","TC409","Ember Song","ember","level_up"
"E085","Auricub","52","TC037","Ember Fang","ember","level_up"
"E085","Auricub","62","TC121","Ember Snap","ember","level_up"
"E086","Siltshell","1","TC122","Tide Surge","tide","level_up"
"E086","Siltshell","4","TC206","Tide Drift","tide","level_up"
"E086","Siltshell","8","TC290","Tide Blade","tide","level_up"
"E086","Siltshell","12","TC374","Tide Crash","tide","level_up"
"E086","Siltshell","16","TC002","Tide Surge","tide","level_up"
"E086","Siltshell","20","TC086","Tide Drift","tide","level_up"
"E086","Siltshell","25","TC170","Tide Blade","tide","level_up"
"E086","Siltshell","30","TC254","Tide Crash","tide","level_up"
"E086","Siltshell","36","TC338","Tide Bloom","tide","level_up"
"E086","Siltshell","44","TC422","Tide Surge","tide","level_up"
"E086","Siltshell","52","TC050","Tide Blade","tide","level_up"
"E086","Siltshell","62","TC134","Tide Crash","tide","level_up"
"E087","Charrat","1","TC135","Verdance Thread","verdance","level_up"
"E087","Charrat","4","TC248","Metal Bloom","metal","level_up"
"E087","Charrat","8","TC303","Verdance Veil","verdance","level_up"
"E087","Charrat","12","TC416","Metal Drift","metal","level_up"
"E087","Charrat","16","TC015","Verdance Thread","verdance","level_up"
"E087","Charrat","20","TC140","Metal Blade","metal","level_up"
"E087","Charrat","25","TC183","Verdance Veil","verdance","level_up"
"E087","Charrat","30","TC308","Metal Bloom","metal","level_up"
"E087","Charrat","36","TC351","Verdance Nova","verdance","level_up"
"E087","Charrat","44","TC032","Metal Surge","metal","level_up"
"E087","Charrat","52","TC063","Verdance Veil","verdance","level_up"
"E087","Charrat","62","TC200","Metal Blade","metal","level_up"
"E088","Mindjaw","1","TC148","Stone Burst","stone","level_up"
"E088","Mindjaw","4","TC232","Stone Rift","stone","level_up"
"E088","Mindjaw","8","TC316","Stone Field","stone","level_up"
"E088","Mindjaw","12","TC400","Stone Lance","stone","level_up"
"E088","Mindjaw","16","TC028","Stone Burst","stone","level_up"
"E088","Mindjaw","20","TC112","Stone Rift","stone","level_up"
"E088","Mindjaw","25","TC196","Stone Field","stone","level_up"
"E088","Mindjaw","30","TC280","Stone Lance","stone","level_up"
"E088","Mindjaw","36","TC364","Stone Spiral","stone","level_up"
"E088","Mindjaw","44","TC448","Stone Burst","stone","level_up"
"E088","Mindjaw","52","TC076","Stone Field","stone","level_up"
"E088","Mindjaw","62","TC160","Stone Lance","stone","level_up"
"E089","Reedwhale","1","TC161","Gale Step","gale","level_up"
"E089","Reedwhale","4","TC245","Gale Crown","gale","level_up"
"E089","Reedwhale","8","TC329","Gale Orbit","gale","level_up"
"E089","Reedwhale","12","TC413","Gale Comet","gale","level_up"
"E089","Reedwhale","16","TC041","Gale Step","gale","level_up"
"E089","Reedwhale","20","TC125","Gale Crown","gale","level_up"
"E089","Reedwhale","25","TC209","Gale Orbit","gale","level_up"
"E089","Reedwhale","30","TC293","Gale Comet","gale","level_up"
"E089","Reedwhale","36","TC377","Gale Mark","gale","level_up"
"E089","Reedwhale","44","TC005","Gale Crown","gale","level_up"
"E089","Reedwhale","52","TC089","Gale Orbit","gale","level_up"
"E089","Reedwhale","62","TC173","Gale Comet","gale","level_up"
"E090","Skypincer","1","TC174","Spark Bind","spark","level_up"
"E090","Skypincer","4","TC287","Mind Mark","mind","level_up"
"E090","Skypincer","8","TC342","Spark Howl","spark","level_up"
"E090","Skypincer","12","TC011","Mind Step","mind","level_up"
"E090","Skypincer","16","TC054","Spark Bind","spark","level_up"
"E090","Skypincer","20","TC179","Mind Orbit","mind","level_up"
"E090","Skypincer","25","TC222","Spark Howl","spark","level_up"
"E090","Skypincer","30","TC347","Mind Mark","mind","level_up"
"E090","Skypincer","36","TC390","Spark Needle","spark","level_up"
"E090","Skypincer","44","TC071","Mind Step","mind","level_up"
"E090","Skypincer","52","TC102","Spark Howl","spark","level_up"
"E090","Skypincer","62","TC239","Mind Orbit","mind","level_up"
"E091","Lumidrake","1","TC211","Frost Snap","frost","level_up"
"E091","Lumidrake","4","TC295","Frost Mirror","frost","level_up"
"E091","Lumidrake","8","TC379","Frost Song","frost","level_up"
"E091","Lumidrake","12","TC019","Frost Song","frost","level_up"
"E091","Lumidrake","16","TC103","Frost Guard","frost","level_up"
"E091","Lumidrake","20","TC187","Frost Fang","frost","level_up"
"E091","Lumidrake","25","TC271","Frost Snap","frost","level_up"
"E091","Lumidrake","30","TC355","Frost Mirror","frost","level_up"
"E091","Lumidrake","36","TC439","Frost Song","frost","level_up"
"E091","Lumidrake","44","TC079","Frost Song","frost","level_up"
"E091","Lumidrake","52","TC163","Frost Guard","frost","level_up"
"E091","Lumidrake","62","TC247","Frost Fang","frost","level_up"
"E092","Bramblet","1","TC224","Metal Crash","metal","level_up"
"E092","Bramblet","4","TC308","Metal Bloom","metal","level_up"
"E092","Bramblet","8","TC392","Metal Surge","metal","level_up"
"E092","Bramblet","12","TC032","Metal Surge","metal","level_up"
"E092","Bramblet","16","TC116","Metal Drift","metal","level_up"
"E092","Bramblet","20","TC200","Metal Blade","metal","level_up"
"E092","Bramblet","25","TC284","Metal Crash","metal","level_up"
"E092","Bramblet","30","TC368","Metal Bloom","metal","level_up"
"E092","Bramblet","36","TC008","Metal Bloom","metal","level_up"
"E092","Bramblet","44","TC092","Metal Surge","metal","level_up"
"E092","Bramblet","52","TC176","Metal Drift","metal","level_up"
"E092","Bramblet","62","TC260","Metal Blade","metal","level_up"
"E093","Embertoad","1","TC237","Shade Aegis","shade","level_up"
"E093","Embertoad","4","TC290","Tide Blade","tide","level_up"
"E093","Embertoad","8","TC405","Shade Thread","shade","level_up"
"E093","Embertoad","12","TC002","Tide Surge","tide","level_up"
"E093","Embertoad","16","TC129","Shade Ward","shade","level_up"
"E093","Embertoad","20","TC170","Tide Blade","tide","level_up"
"E093","Embertoad","25","TC297","Shade Aegis","shade","level_up"
"E093","Embertoad","30","TC338","Tide Bloom","tide","level_up"
"E093","Embertoad","36","TC021","Shade Nova","shade","level_up"
"E093","Embertoad","44","TC050","Tide Blade","tide","level_up"
"E093","Embertoad","52","TC189","Shade Ward","shade","level_up"
"E093","Embertoad","62","TC218","Tide Bloom","tide","level_up"
"E094","Nulltick","1","TC250","Radiant Lance","radiant","level_up"
"E094","Nulltick","4","TC334","Radiant Spiral","radiant","level_up"
"E094","Nulltick","8","TC418","Radiant Burst","radiant","level_up"
"E094","Nulltick","12","TC058","Radiant Burst","radiant","level_up"
"E094","Nulltick","16","TC142","Radiant Rift","radiant","level_up"
"E094","Nulltick","20","TC226","Radiant Field","radiant","level_up"
"E094","Nulltick","25","TC310","Radiant Lance","radiant","level_up"
"E094","Nulltick","30","TC394","Radiant Spiral","radiant","level_up"
"E094","Nulltick","36","TC034","Radiant Spiral","radiant","level_up"
"E094","Nulltick","44","TC118","Radiant Burst","radiant","level_up"
"E094","Nulltick","52","TC202","Radiant Rift","radiant","level_up"
"E094","Nulltick","62","TC286","Radiant Field","radiant","level_up"
"E095","Galestone","1","TC263","Mind Comet","mind","level_up"
"E095","Galestone","4","TC347","Mind Mark","mind","level_up"
"E095","Galestone","8","TC431","Mind Step","mind","level_up"
"E095","Galestone","12","TC071","Mind Step","mind","level_up"
"E095","Galestone","16","TC155","Mind Crown","mind","level_up"
"E095","Galestone","20","TC239","Mind Orbit","mind","level_up"
"E095","Galestone","25","TC323","Mind Comet","mind","level_up"
"E095","Galestone","30","TC407","Mind Mark","mind","level_up"
"E095","Galestone","36","TC047","Mind Mark","mind","level_up"
"E095","Galestone","44","TC131","Mind Step","mind","level_up"
"E095","Galestone","52","TC215","Mind Crown","mind","level_up"
"E095","Galestone","62","TC299","Mind Orbit","mind","level_up"
"E096","Tidemane","1","TC276","Echo Pulse","echo","level_up"
"E096","Tidemane","4","TC329","Gale Orbit","gale","level_up"
"E096","Tidemane","8","TC444","Echo Bind","echo","level_up"
"E096","Tidemane","12","TC041","Gale Step","gale","level_up"
"E096","Tidemane","16","TC168","Echo Rush","echo","level_up"
"E096","Tidemane","20","TC209","Gale Orbit","gale","level_up"
"E096","Tidemane","25","TC336","Echo Pulse","echo","level_up"
"E096","Tidemane","30","TC377","Gale Mark","gale","level_up"
"E096","Tidemane","36","TC060","Echo Needle","echo","level_up"
"E096","Tidemane","44","TC089","Gale Orbit","gale","level_up"
"E096","Tidemane","52","TC228","Echo Rush","echo","level_up"
"E096","Tidemane","62","TC257","Gale Mark","gale","level_up"
"E097","Shiverfin","1","TC253","Ember Guard","ember","level_up"
"E097","Shiverfin","4","TC337","Ember Fang","ember","level_up"
"E097","Shiverfin","8","TC421","Ember Snap","ember","level_up"
"E097","Shiverfin","12","TC049","Ember Song","ember","level_up"
"E097","Shiverfin","16","TC133","Ember Guard","ember","level_up"
"E097","Shiverfin","20","TC217","Ember Fang","ember","level_up"
"E097","Shiverfin","25","TC301","Ember Snap","ember","level_up"
"E097","Shiverfin","30","TC385","Ember Mirror","ember","level_up"
"E097","Shiverfin","36","TC013","Ember Guard","ember","level_up"
"E097","Shiverfin","44","TC097","Ember Fang","ember","level_up"
"E097","Shiverfin","52","TC181","Ember Snap","ember","level_up"
"E097","Shiverfin","62","TC265","Ember Mirror","ember","level_up"
"E098","Ironmoth","1","TC266","Tide Drift","tide","level_up"
"E098","Ironmoth","4","TC350","Tide Blade","tide","level_up"
"E098","Ironmoth","8","TC434","Tide Crash","tide","level_up"
"E098","Ironmoth","12","TC062","Tide Surge","tide","level_up"
"E098","Ironmoth","16","TC146","Tide Drift","tide","level_up"
"E098","Ironmoth","20","TC230","Tide Blade","tide","level_up"
"E098","Ironmoth","25","TC314","Tide Crash","tide","level_up"
"E098","Ironmoth","30","TC398","Tide Bloom","tide","level_up"
"E098","Ironmoth","36","TC026","Tide Drift","tide","level_up"
"E098","Ironmoth","44","TC110","Tide Blade","tide","level_up"
"E098","Ironmoth","52","TC194","Tide Crash","tide","level_up"
"E098","Ironmoth","62","TC278","Tide Bloom","tide","level_up"
"E099","Echolisk","1","TC279","Verdance Ward","verdance","level_up"
"E099","Echolisk","4","TC392","Metal Surge","metal","level_up"
"E099","Echolisk","8","TC447","Verdance Aegis","verdance","level_up"
"E099","Echolisk","12","TC116","Metal Drift","metal","level_up"
"E099","Echolisk","16","TC159","Verdance Ward","verdance","level_up"
"E099","Echolisk","20","TC284","Metal Crash","metal","level_up"
"E099","Echolisk","25","TC327","Verdance Aegis","verdance","level_up"
"E099","Echolisk","30","TC008","Metal Bloom","metal","level_up"
"E099","Echolisk","36","TC039","Verdance Ward","verdance","level_up"
"E099","Echolisk","44","TC176","Metal Drift","metal","level_up"
"E099","Echolisk","52","TC207","Verdance Aegis","verdance","level_up"
"E099","Echolisk","62","TC344","Metal Crash","metal","level_up"
"E100","Verdantle","1","TC292","Stone Rift","stone","level_up"
"E100","Verdantle","4","TC376","Stone Field","stone","level_up"
"E100","Verdantle","8","TC004","Stone Spiral","stone","level_up"
"E100","Verdantle","12","TC088","Stone Burst","stone","level_up"
"E100","Verdantle","16","TC172","Stone Rift","stone","level_up"
"E100","Verdantle","20","TC256","Stone Field","stone","level_up"
"E100","Verdantle","25","TC340","Stone Lance","stone","level_up"
"E100","Verdantle","30","TC424","Stone Spiral","stone","level_up"
"E100","Verdantle","36","TC052","Stone Rift","stone","level_up"
"E100","Verdantle","44","TC136","Stone Field","stone","level_up"
"E100","Verdantle","52","TC220","Stone Lance","stone","level_up"
