"npc_id","npc_name","world_role","placed_in_world","team_size","level_policy","base_level","can_scale_to_player","species_1","species_2","species_3","species_4","species_5","species_6","contains_legendary","held_item_tier","ai_tier"
"NPC0459","Quin Pell","fixed_world_battle","true","3","story_plus_party_scaled","27","false","E196","E225","E254","","","","false","none","normal"
"NPC0460","Rhea Thane","fixed_world_battle","true","4","story_plus_party_scaled","31","true","E216","E245","E274","E018","","","false","none","normal"
"NPC0461","Senn Silt","fixed_world_battle","true","4","story_plus_party_scaled","35","true","E236","E265","E009","E038","","","false","none","normal"
"NPC0462","Talia Keir","fixed_world_battle","true","4","story_plus_party_scaled","39","true","E256","E285","E029","E058","","","false","standard","normal"
"NPC0463","Uma Noct","fixed_world_battle","true","4","story_plus_party_scaled","43","true","E276","E020","E049","E078","","","false","standard","normal"
"NPC0464","Venn Arc","fixed_world_battle","true","4","story_plus_party_scaled","39","true","E011","E040","E069","E098","","","false","standard","normal"
"NPC0465","Wren Holt","fixed_world_battle","true","4","story_plus_party_scaled","43","true","E031","E060","E089","E118","","","false","standard","smart"
"NPC0466","Xara Sol","fixed_world_battle","true","4","story_plus_party_scaled","47","true","E051","E080","E109","E138","","","false","standard","smart"
"NPC0467","Yven Maren","fixed_world_battle","true","4","story_plus_party_scaled","51","true","E071","E100","E129","E158","","","false","standard","smart"
"NPC0468","Zale Tor","fixed_world_battle","true","5","story_plus_party_scaled","55","true","E091","E120","E149","E178","E207","","false","standard","smart"
"NPC0469","Ari Vale","fixed_world_battle","true","5","story_plus_party_scaled","59","true","E111","E140","E169","E198","E227","","false","standard","smart"
"NPC0470","Bela Quill","fixed_world_battle","true","5","story_plus_party_scaled","63","true","E131","E160","E189","E218","E247","","false","standard","smart"
"NPC0471","Cato Nox","fixed_world_battle","true","5","story_plus_party_scaled","67","true","E151","E180","E209","E238","E267","","false","standard","smart"
"NPC0472","Dena Reed","fixed_world_battle","true","5","story_plus_party_scaled","63","true","E171","E200","E229","E258","E002","","false","standard","smart"
"NPC0473","Eron Esh","fixed_world_battle","true","5","story_plus_party_scaled","67","true","E191","E220","E249","E278","E022","","false","standard","smart"
"NPC0474","Fia Rusk","fixed_world_battle","true","5","story_plus_party_scaled","71","true","E211","E240","E269","E013","E042","","false","standard","smart"
"NPC0475","Garr Voss","fixed_world_battle","true","6","story_plus_party_scaled","75","true","E231","E260","E004","E033","E062","E091","false","advanced","expert"
"NPC0476","Hale Rook","fixed_world_battle","true","6","story_plus_party_scaled","79","true","E251","E280","E024","E053","E082","E111","false","advanced","expert"
"NPC0477","Ira Fenn","fixed_world_battle","true","6","story_plus_party_scaled","83","true","E271","E015","E044","E073","E102","E131","false","advanced","expert"
"NPC0478","Juno Wren","fixed_world_battle","true","6","story_plus_party_scaled","87","true","E006","E035","E064","E093","E122","E151","false","advanced","expert"
"NPC0479","Kira Pell","fixed_world_battle","true","6","story_plus_party_scaled","91","true","E026","E055","E084","E113","E142","E171","false","advanced","expert"
"NPC0480","Lio Thane","fixed_world_battle","true","6","story_plus_party_scaled","87","true","E046","E075","E104","E133","E162","E191","false","advanced","expert"
"NPC0481","Mira Silt","fixed_world_battle","true","2","story_plus_party_scaled","3","false","E246","E275","","","","","false","none","basic"
"NPC0482","Nox Keir","fixed_world_battle","true","2","story_plus_party_scaled","5","false","E266","E010","","","","","false","none","basic"
"NPC0483","Oren Noct","fixed_world_battle","true","2","story_plus_party_scaled","9","false","E001","E030","","","","","false","none","basic"
"NPC0484","Pax Arc","fixed_world_battle","true","3","story_plus_party_scaled","13","false","E021","E050","E079","","","","false","none","basic"
"NPC0485","Quin Holt","fixed_world_battle","true","3","story_plus_party_scaled","17","false","E041","E070","E099","","","","false","none","basic"
"NPC0486","Rhea Sol","fixed_world_battle","true","3","story_plus_party_scaled","21","false","E061","E090","E119","","","","false","none","normal"
"NPC0487","Senn Maren","fixed_world_battle","true","3","story_plus_party_scaled","25","false","E081","E110","E139","","","","false","none","normal"
"NPC0488","Talia Tor","fixed_world_battle","true","3","story_plus_party_scaled","21","false","E101","E130","E159","","","","false","none","normal"
"NPC0489","Uma Vale","fixed_world_battle","true","3","story_plus_party_scaled","25","false","E121","E150","E179","","","","false","none","normal"
"NPC0490","Venn Quill","fixed_world_battle","true","4","story_plus_party_scaled","29","true","E141","E170","E199","E228","","","false","none","normal"
"NPC0491","Wren Nox","fixed_world_battle","true","4","story_plus_party_scaled","33","true","E161","E190","E219","E248","","","false","none","normal"
"NPC0492","Xara Reed","fixed_world_battle","true","4","story_plus_party_scaled","37","true","E181","E210","E239","E268","","","false","standard","normal"
"NPC0493","Yven Esh","fixed_world_battle","true","4","story_plus_party_scaled","41","true","E201","E230","E259","E003","","","false","standard","normal"
"NPC0494","Zale Rusk","fixed_world_battle","true","4","story_plus_party_scaled","45","true","E221","E250","E279","E023","","","false","standard","normal"
"NPC0495","Ari Voss","fixed_world_battle","true","4","story_plus_party_scaled","49","true","E241","E270","E014","E043","","","false","standard","smart"
"NPC0496","Bela Rook","fixed_world_battle","true","4","story_plus_party_scaled","45","true","E261","E005","E034","E063","","","false","standard","smart"
"NPC0497","Cato Fenn","fixed_world_battle","true","4","story_plus_party_scaled","49","true","E281","E025","E054","E083","","","false","standard","smart"
"NPC0498","Dena Wren","fixed_world_battle","true","5","story_plus_party_scaled","53","true","E016","E045","E074","E103","E132","","false","standard","smart"
"NPC0499","Eron Pell","fixed_world_battle","true","5","story_plus_party_scaled","57","true","E036","E065","E094","E123","E152","","false","standard","smart"
"NPC0500","Fia Thane","fixed_world_battle","true","5","story_plus_party_scaled","61","true","E056","E085","E114","E143","E172","","false","standard","smart"
"NPC0501","Garr Silt","fixed_world_battle","true","5","story_plus_party_scaled","65","true","E076","E105","E134","E163","E192","","false","standard","smart"
"NPC0502","Hale Keir","fixed_world_battle","true","5","story_plus_party_scaled","69","true","E096","E125","E154","E183","E212","","false","standard","smart"
"NPC0503","Ira Noct","fixed_world_battle","true","5","story_plus_party_scaled","73","true","E116","E145","E174","E203","E232","","false","standard","smart"
"NPC0504","Juno Arc","fixed_world_battle","true","5","story_plus_party_scaled","69","true","E136","E165","E194","E223","E252","","false","standard","smart"
"NPC0505","Kira Holt","fixed_world_battle","true","6","story_plus_party_scaled","73","true","E156","E185","E214","E243","E272","E016","false","advanced","expert"
"NPC0506","Lio Sol","fixed_world_battle","true","6","story_plus_party_scaled","77","true","E176","E205","E234","E263","E007","E036","false","advanced","expert"
"NPC0507","Mira Maren","fixed_world_battle","true","6","story_plus_party_scaled","81","true","E196","E225","E254","E283","E027","E056","false","advanced","expert"
"NPC0508","Nox Tor","fixed_world_battle","true","6","story_plus_party_scaled","85","true","E216","E245","E274","E018","E047","E076","false","advanced","expert"
"NPC0509","Oren Vale","fixed_world_battle","true","6","story_plus_party_scaled","89","true","E236","E265","E009","E038","E067","E096","false","advanced","expert"
"NPC0510","Pax Quill","fixed_world_battle","true","6","story_plus_party_scaled","93","true","E256","E285","E029","E058","E087","E116","false","advanced","expert"
"NPC0511","Quin Nox","fixed_world_battle","true","2","story_plus_party_scaled","7","false","E171","E200","","","","","false","none","basic"
"NPC0512","Rhea Reed","fixed_world_battle","true","2","story_plus_party_scaled","3","false","E191","E220","","","","","false","none","basic"
"NPC0513","Senn Esh","fixed_world_battle","true","2","story_plus_party_scaled","7","false","E211","E240","","","","","false","none","basic"
"NPC0514","Talia Rusk","fixed_world_battle","true","3","story_plus_party_scaled","11","false","E231","E260","E004","","","","false","none","basic"
"NPC0515","Uma Voss","fixed_world_battle","true","3","story_plus_party_scaled","15","false","E251","E280","E024","","","","false","none","basic"
"NPC0516","Venn Rook","fixed_world_battle","true","3","story_plus_party_scaled","19","false","E271","E015","E044","","","","false","none","normal"
"NPC0517","Wren Fenn","fixed_world_battle","true","3","story_plus_party_scaled","23","false","E006","E035","E064","","","","false","none","normal"
"NPC0518","Xara Wren","fixed_world_battle","true","3","story_plus_party_scaled","27","false","E026","E055","E084","","","","false","none","normal"
"NPC0519","Yven Pell","fixed_world_battle","true","3","story_plus_party_scaled","31","false","E046","E075","E104","","","","false","none","normal"
"NPC0520","Zale Thane","fixed_world_battle","true","4","story_plus_party_scaled","27","true","E066","E095","E124","E153","","","false","none","normal"
"NPC0521","Ari Silt","fixed_world_battle","true","4","story_plus_party_scaled","31","true","E086","E115","E144","E173","","","false","none","normal"
"NPC0522","Bela Keir","fixed_world_battle","true","4","story_plus_party_scaled","35","true","E106","E135","E164","E193","","","false","standard","normal"
"NPC0523","Cato Noct","fixed_world_battle","true","4","story_plus_party_scaled","39","true","E126","E155","E184","E213","","","false","standard","normal"
"NPC0524","Dena Arc","fixed_world_battle","true","4","story_plus_party_scaled","43","true","E146","E175","E204","E233","","","false","standard","normal"
"NPC0525","Eron Holt","fixed_world_battle","true","4","story_plus_party_scaled","47","true","E166","E195","E224","E253","","","false","standard","smart"
"NPC0526","Fia Sol","fixed_world_battle","true","4","story_plus_party_scaled","51","true","E186","E215","E244","E273","","","false","standard","smart"
"NPC0527","Garr Maren","fixed_world_battle","true","4","story_plus_party_scaled","55","true","E206","E235","E264","E008","","","false","standard","smart"
"NPC0528","Hale Tor","fixed_world_battle","true","5","story_plus_party_scaled","51","true","E226","E255","E284","E028","E057","","false","standard","smart"
"NPC0529","Ira Vale","fixed_world_battle","true","5","story_plus_party_scaled","55","true","E246","E275","E019","E048","E077","","false","standard","smart"
"NPC0530","Juno Quill","fixed_world_battle","true","5","story_plus_party_scaled","59","true","E266","E010","E039","E068","E097","","false","standard","smart"
"NPC0531","Kira Nox","fixed_world_battle","true","5","story_plus_party_scaled","63","true","E001","E030","E059","E088","E117","","false","standard","smart"
"NPC0532","Lio Reed","fixed_world_battle","true","5","story_plus_party_scaled","67","true","E021","E050","E079","E108","E137","","false","standard","smart"
"NPC0533","Mira Esh","fixed_world_battle","true","5","story_plus_party_scaled","71","true","E041","E070","E099","E128","E157","","false","standard","smart"
"NPC0534","Nox Rusk","fixed_world_battle","true","5","story_plus_party_scaled","75","true","E061","E090","E119","E148","E177","","false","standard","smart"
"NPC0535","Oren Voss","fixed_world_battle","true","6","story_plus_party_scaled","79","true","E081","E110","E139","E168","E197","E226","false","advanced","expert"
"NPC0536","Pax Rook","fixed_world_battle","true","6","story_plus_party_scaled","75","true","E101","E130","E159","E188","E217","E246","false","advanced","expert"
"NPC0537","Quin Fenn","fixed_world_battle","true","6","story_plus_party_scaled","79","true","E121","E150","E179","E208","E237","E266","false","advanced","expert"
"NPC0538","Rhea Wren","fixed_world_battle","true","6","story_plus_party_scaled","83","true","E141","E170","E199","E228","E257","E001","false","advanced","expert"
"NPC0539","Senn Pell","fixed_world_battle","true","6","story_plus_party_scaled","87","true","E161","E190","E219","E248","E277","E021","false","advanced","expert"
"NPC0540","Talia Thane","fixed_world_battle","true","6","story_plus_party_scaled","91","true","E181","E210","E239","E268","E012","E041","false","advanced","expert"
"NPC0541","Uma Silt","fixed_world_battle","true","2","story_plus_party_scaled","5","false","E096","E125","","","","","false","none","basic"
"NPC0542","Venn Keir","fixed_world_battle","true","2","story_plus_party_scaled","9","false","E116","E145","","","","","false","none","basic"
"NPC0543","Wren Noct","fixed_world_battle","true","2","story_plus_party_scaled","13","false","E136","E165","","","","","false","none","basic"
"NPC0544","Xara Arc","fixed_world_battle","true","3","story_plus_party_scaled","9","false","E156","E185","E214","","","","false","none","basic"
"NPC0545","Yven Holt","fixed_world_battle","true","3","story_plus_party_scaled","13","false","E176","E205","E234","","","","false","none","basic"
"NPC0546","Zale Sol","fixed_world_battle","true","3","story_plus_party_scaled","17","false","E196","E225","E254","","","","false","none","normal"
"NPC0547","Ari Maren","fixed_world_battle","true","3","story_plus_party_scaled","21","false","E216","E245","E274","","","","false","none","normal"
"NPC0548","Bela Tor","fixed_world_battle","true","3","story_plus_party_scaled","25","false","E236","E265","E009","","","","false","none","normal"
"NPC0549","Cato Vale","fixed_world_battle","true","3","story_plus_party_scaled","29","false","E256","E285","E029","","","","false","none","normal"
"NPC0550","Dena Quill","fixed_world_battle","true","4","story_plus_party_scaled","33","true","E276","E020","E049","E078","","","false","none","normal"
"NPC0551","Eron Nox","fixed_world_battle","true","4","story_plus_party_scaled","37","true","E011","E040","E069","E098","","","false","none","normal"
"NPC0552","Fia Reed","fixed_world_battle","true","4","story_plus_party_scaled","33","true","E031","E060","E089","E118","","","false","standard","normal"
"NPC0553","Garr Esh","fixed_world_battle","true","4","story_plus_party_scaled","37","true","E051","E080","E109","E138","","","false","standard","normal"
"NPC0554","Hale Rusk","fixed_world_battle","true","4","story_plus_party_scaled","41","true","E071","E100","E129","E158","","","false","standard","normal"
"NPC0555","Ira Voss","fixed_world_battle","true","4","story_plus_party_scaled","45","true","E091","E120","E149","E178","","","false","standard","smart"
"NPC0556","Juno Rook","fixed_world_battle","true","4","story_plus_party_scaled","49","true","E111","E140","E169","E198","","","false","standard","smart"
"NPC0557","Kira Fenn","fixed_world_battle","true","4","story_plus_party_scaled","53","true","E131","E160","E189","E218","","","false","standard","smart"
"NPC0558","Lio Wren","fixed_world_battle","true","5","story_plus_party_scaled","57","true","E151","E180","E209","E238","E267","","false","standard","smart"
"NPC0559","Mira Pell","fixed_world_battle","true","5","story_plus_party_scaled","61","true","E171","E200","E229","E258","E002","","false","standard","smart"
"NPC0560","Nox Thane","fixed_world_battle","true","5","story_plus_party_scaled","57","true","E191","E220","E249","E278","E022","","false","standard","smart"
"NPC0561","Oren Silt","fixed_world_battle","true","5","story_plus_party_scaled","61","true","E211","E240","E269","E013","E042","","false","standard","smart"
"NPC0562","Pax Keir","fixed_world_battle","true","5","story_plus_party_scaled","65","true","E231","E260","E004","E033","E062","","false","standard","smart"
"NPC0563","Quin Noct","fixed_world_battle","true","5","story_plus_party_scaled","69","true","E251","E280","E024","E053","E082","","false","standard","smart"
"NPC0564","Rhea Arc","fixed_world_battle","true","5","story_plus_party_scaled","73","true","E271","E015","E044","E073","E102","","false","standard","smart"
"NPC0565","Senn Holt","fixed_world_battle","true","6","story_plus_party_scaled","77","true","E006","E035","E064","E093","E122","E151","false","advanced","expert"
"NPC0566","Talia Sol","fixed_world_battle","true","6","story_plus_party_scaled","81","true","E026","E055","E084","E113","E142","E171","false","advanced","expert"
"NPC0567","Uma Maren","fixed_world_battle","true","6","story_plus_party_scaled","85","true","E046","E075","E104","E133","E162","E191","false","advanced","expert"
"NPC0568","Venn Tor","fixed_world_battle","true","6","story_plus_party_scaled","81","true","E066","E095","E124","E153","E182","E211","false","advanced","expert"
"NPC0569","Wren Vale","fixed_world_battle","true","6","story_plus_party_scaled","85","true","E086","E115","E144","E173","E202","E231","false","advanced","expert"
"NPC0570","Xara Quill","fixed_world_battle","true","6","story_plus_party_scaled","89","true","E106","E135","E164","E193","E222","E251","false","advanced","expert"
"NPC0571","Yven Nox","fixed_world_battle","true","2","story_plus_party_scaled","3","false","E021","E050","","","","","false","none","basic"
"NPC0572","Zale Reed","fixed_world_battle","true","2","story_plus_party_scaled","7","false","E041","E070","","","","","false","none","basic"
"NPC0573","Ari Esh","fixed_world_battle","true","2","story_plus_party_scaled","11","false","E061","E090","","","","","false","none","basic"
"NPC0574","Bela Rusk","fixed_world_battle","true","3","story_plus_party_scaled","15","false","E081","E110","E139","","","","false","none","basic"
"NPC0575","Cato Voss","fixed_world_battle","true","3","story_plus_party_scaled","19","false","E101","E130","E159","","","","false","none","basic"
"NPC0576","Dena Rook","fixed_world_battle","true","3","story_plus_party_scaled","15","false","E121","E150","E179","","","","false","none","normal"
"NPC0577","Eron Fenn","fixed_world_battle","true","3","story_plus_party_scaled","19","false","E141","E170","E199","","","","false","none","normal"
"NPC0578","Fia Wren","fixed_world_battle","true","3","story_plus_party_scaled","23","false","E161","E190","E219","","","","false","none","normal"
"NPC0579","Garr Pell","fixed_world_battle","true","3","story_plus_party_scaled","27","false","E181","E210","E239","","","","false","none","normal"
"NPC0580","Hale Thane","fixed_world_battle","true","4","story_plus_party_scaled","31","true","E201","E230","E259","E003","","","false","none","normal"
"NPC0581","Ira Silt","fixed_world_battle","true","4","story_plus_party_scaled","35","true","E221","E250","E279","E023","","","false","none","normal"
"NPC0582","Juno Keir","fixed_world_battle","true","4","story_plus_party_scaled","39","true","E241","E270","E014","E043","","","false","standard","normal"
"NPC0583","Kira Noct","fixed_world_battle","true","4","story_plus_party_scaled","43","true","E261","E005","E034","E063","","","false","standard","normal"
"NPC0584","Lio Arc","fixed_world_battle","true","4","story_plus_party_scaled","39","true","E281","E025","E054","E083","","","false","standard","normal"
"NPC0585","Mira Holt","fixed_world_battle","true","4","story_plus_party_scaled","43","true","E016","E045","E074","E103","","","false","standard","smart"
"NPC0586","Nox Sol","fixed_world_battle","true","4","story_plus_party_scaled","47","true","E036","E065","E094","E123","","","false","standard","smart"
"NPC0587","Oren Maren","fixed_world_battle","true","4","story_plus_party_scaled","51","true","E056","E085","E114","E143","","","false","standard","smart"
"NPC0588","Pax Tor","fixed_world_battle","true","5","story_plus_party_scaled","55","true","E076","E105","E134","E163","E192","","false","standard","smart"
"NPC0589","Quin Vale","fixed_world_battle","true","5","story_plus_party_scaled","59","true","E096","E125","E154","E183","E212","","false","standard","smart"
"NPC0590","Rhea Quill","fixed_world_battle","true","5","story_plus_party_scaled","63","true","E116","E145","E174","E203","E232","","false","standard","smart"
"NPC0591","Senn Nox","fixed_world_battle","true","5","story_plus_party_scaled","67","true","E136","E165","E194","E223","E252","","false","standard","smart"
"NPC0592","Talia Reed","fixed_world_battle","true","5","story_plus_party_scaled","63","true","E156","E185","E214","E243","E272","","false","standard","smart"
"NPC0593","Uma Esh","fixed_world_battle","true","5","story_plus_party_scaled","67","true","E176","E205","E234","E263","E007","","false","standard","smart"
"NPC0594","Venn Rusk","fixed_world_battle","true","5","story_plus_party_scaled","71","true","E196","E225","E254","E283","E027","","false","standard","smart"
"NPC0595","Wren Voss","fixed_world_battle","true","6","story_plus_party_scaled","75","true","E216","E245","E274","E018","E047","E076","false","advanced","expert"
"NPC0596","Xara Rook","fixed_world_battle","true","6","story_plus_party_scaled","79","true","E236","E265","E009","E038","E067","E096","false","advanced","expert"
"NPC0597","Yven Fenn","fixed_world_battle","true","6","story_plus_party_scaled","83","true","E256","E285","E029","E058","E087","E116","false","advanced","expert"
"NPC0598","Zale Wren","fixed_world_battle","true","6","story_plus_party_scaled","87","true","E276","E020","E049","E078","E107","E136","false","advanced","expert"
"NPC0599","Ari Pell","fixed_world_battle","true","6","story_plus_party_scaled","91","true","E011","E040","E069","E098","E127","E156","false","advanced","expert"
"NPC0600","Bela Thane","fixed_world_battle","true","6","story_plus_party_scaled","87","true","E031","E060","E089","E118","E147","E176","false","advanced","expert"
"NPC0601","Cato Silt","fixed_world_battle","true","2","story_plus_party_scaled","3","false","E231","E260","","","","","false","none","basic"
"NPC0602","Dena Keir","fixed_world_battle","true","2","story_plus_party_scaled","5","false","E251","E280","","","","","false","none","basic"
"NPC0603","Eron Noct","fixed_world_battle","true","2","story_plus_party_scaled","9","false","E271","E015","","","","","false","none","basic"
"NPC0604","Fia Arc","fixed_world_battle","true","3","story_plus_party_scaled","13","false","E006","E035","E064","","","","false","none","basic"
"NPC0605","Garr Holt","fixed_world_battle","true","3","story_plus_party_scaled","17","false","E026","E055","E084","","","","false","none","basic"
"NPC0606","Hale Sol","fixed_world_battle","true","3","story_plus_party_scaled","21","false","E046","E075","E104","","","","false","none","normal"
"NPC0607","Ira Maren","fixed_world_battle","true","3","story_plus_party_scaled","25","false","E066","E095","E124","","","","false","none","normal"
"NPC0608","Juno Tor","fixed_world_battle","true","3","story_plus_party_scaled","21","false","E086","E115","E144","","","","false","none","normal"
"NPC0609","Kira Vale","fixed_world_battle","true","3","story_plus_party_scaled","25","false","E106","E135","E164","","","","false","none","normal"
"NPC0610","Lio Quill","fixed_world_battle","true","4","story_plus_party_scaled","29","true","E126","E155","E184","E213","","","false","none","normal"
"NPC0611","Mira Nox","fixed_world_battle","true","4","story_plus_party_scaled","33","true","E146","E175","E204","E233","","","false","none","normal"
"NPC0612","Nox Reed","fixed_world_battle","true","4","story_plus_party_scaled","37","true","E166","E195","E224","E253","","","false","standard","normal"
"NPC0613","Oren Esh","fixed_world_battle","true","4","story_plus_party_scaled","41","true","E186","E215","E244","E273","","","false","standard","normal"
"NPC0614","Pax Rusk","fixed_world_battle","true","4","story_plus_party_scaled","45","true","E206","E235","E264","E008","","","false","standard","normal"
"NPC0615","Quin Voss","fixed_world_battle","true","4","story_plus_party_scaled","49","true","E226","E255","E284","E028","","","false","standard","smart"
"NPC0616","Rhea Rook","fixed_world_battle","true","4","story_plus_party_scaled","45","true","E246","E275","E019","E048","","","false","standard","smart"
"NPC0617","Senn Fenn","fixed_world_battle","true","4","story_plus_party_scaled","49","true","E266","E010","E039","E068","","","false","standard","smart"
"NPC0618","Talia Wren","fixed_world_battle","true","5","story_plus_party_scaled","53","true","E001","E030","E059","E088","E117","","false","standard","smart"
"NPC0619","Uma Pell","fixed_world_battle","true","5","story_plus_party_scaled","57","true","E021","E050","E079","E108","E137","","false","standard","smart"
"NPC0620","Venn Thane","fixed_world_battle","true","5","story_plus_party_scaled","61","true","E041","E070","E099","E128","E157","","false","standard","smart"
"NPC0621","Wren Silt","fixed_world_battle","true","5","story_plus_party_scaled","65","true","E061","E090","E119","E148","E177","","false","standard","smart"
"NPC0622","Xara Keir","fixed_world_battle","true","5","story_plus_party_scaled","69","true","E081","E110","E139","E168","E197","","false","standard","smart"
"NPC0623","Yven Noct","fixed_world_battle","true","5","story_plus_party_scaled","73","true","E101","E130","E159","E188","E217","","false","standard","smart"
"NPC0624","Zale Arc","fixed_world_battle","true","5","story_plus_party_scaled","69","true","E121","E150","E179","E208","E237","","false","standard","smart"
"NPC0625","Ari Holt","fixed_world_battle","true","6","story_plus_party_scaled","73","true","E141","E170","E199","E228","E257","E001","false","advanced","expert"
"NPC0626","Bela Sol","fixed_world_battle","true","6","story_plus_party_scaled","77","true","E161","E190","E219","E248","E277","E021","false","advanced","expert"
"NPC0627","Cato Maren","fixed_world_battle","true","6","story_plus_party_scaled","81","true","E181","E210","E239","E268","E012","E041","false","advanced","expert"
"NPC0628","Dena Tor","fixed_world_battle","true","6","story_plus_party_scaled","85","true","E201","E230","E259","E003","E032","E061","false","advanced","expert"
"NPC0629","Eron Vale","fixed_world_battle","true","6","story_plus_party_scaled","89","true","E221","E250","E279","E023","E052","E081","false","advanced","expert"
"NPC0630","Fia Quill","fixed_world_battle","true","6","story_plus_party_scaled","93","true","E241","E270","E014","E043","E072","E101","false","advanced","expert"
"NPC0631","Garr Nox","fixed_world_battle","true","2","story_plus_party_scaled","7","false","E156","E185","","","","","false","none","basic"
"NPC0632","Hale Reed","fixed_world_battle","true","2","story_plus_party_scaled","3","false","E176","E205","","","","","false","none","basic"
"NPC0633","Ira Esh","fixed_world_battle","true","2","story_plus_party_scaled","7","false","E196","E225","","","","","false","none","basic"
"NPC0634","Juno Rusk","fixed_world_battle","true","3","story_plus_party_scaled","11","false","E216","E245","E274","","","","false","none","basic"
"NPC0635","Kira Voss","fixed_world_battle","true","3","story_plus_party_scaled","15","false","E236","E265","E009","","","","false","none","basic"
"NPC0636","Lio Rook","fixed_world_battle","true","3","story_plus_party_scaled","19","false","E256","E285","E029","","","","false","none","normal"
"NPC0637","Mira Fenn","fixed_world_battle","true","3","story_plus_party_scaled","23","false","E276","E020","E049","","","","false","none","normal"
"NPC0638","Nox Wren","fixed_world_battle","true","3","story_plus_party_scaled","27","false","E011","E040","E069","","","","false","none","normal"
"NPC0639","Oren Pell","fixed_world_battle","true","3","story_plus_party_scaled","31","false","E031","E060","E089","","","","false","none","normal"
"NPC0640","Pax Thane","fixed_world_battle","true","4","story_plus_party_scaled","27","true","E051","E080","E109","E138","","","false","none","normal"
"NPC0641","Quin Silt","fixed_world_battle","true","4","story_plus_party_scaled","31","true","E071","E100","E129","E158","","","false","none","normal"
"NPC0642","Rhea Keir","fixed_world_battle","true","4","story_plus_party_scaled","35","true","E091","E120","E149","E178","","","false","standard","normal"
"NPC0643","Senn Noct","fixed_world_battle","true","4","story_plus_party_scaled","39","true","E111","E140","E169","E198","","","false","standard","normal"
"NPC0644","Talia Arc","fixed_world_battle","true","4","story_plus_party_scaled","43","true","E131","E160","E189","E218","","","false","standard","normal"
"NPC0645","Uma Holt","fixed_world_battle","true","4","story_plus_party_scaled","47","true","E151","E180","E209","E238","","","false","standard","smart"
"NPC0646","Venn Sol","fixed_world_battle","true","4","story_plus_party_scaled","51","true","E171","E200","E229","E258","","","false","standard","smart"
"NPC0647","Wren Maren","fixed_world_battle","true","4","story_plus_party_scaled","55","true","E191","E220","E249","E278","","","false","standard","smart"
"NPC0648","Xara Tor","fixed_world_battle","true","5","story_plus_party_scaled","51","true","E211","E240","E269","E013","E042","","false","standard","smart"
"NPC0649","Yven Vale","fixed_world_battle","true","5","story_plus_party_scaled","55","true","E231","E260","E004","E033","E062","","false","standard","smart"
"NPC0650","Zale Quill","fixed_world_battle","true","5","story_plus_party_scaled","59","true","E251","E280","E024","E053","E082","","false","standard","smart"
"NPC0651","Ari Nox","fixed_world_battle","true","5","story_plus_party_scaled","63","true","E271","E015","E044","E073","E102","","false","standard","smart"
"NPC0652","Bela Reed","fixed_world_battle","true","5","story_plus_party_scaled","67","true","E006","E035","E064","E093","E122","","false","standard","smart"
"NPC0653","Cato Esh","fixed_world_battle","true","5","story_plus_party_scaled","71","true","E026","E055","E084","E113","E142","","false","standard","smart"
"NPC0654","Dena Rusk","fixed_world_battle","true","5","story_plus_party_scaled","75","true","E046","E075","E104","E133","E162","","false","standard","smart"
"NPC0655","Eron Voss","fixed_world_battle","true","6","story_plus_party_scaled","79","true","E066","E095","E124","E153","E182","E211","false","advanced","expert"
"NPC0656","Fia Rook","fixed_world_battle","true","6","story_plus_party_scaled","75","true","E086","E115","E144","E173","E202","E231","false","advanced","expert"
"NPC0657","Garr Fenn","fixed_world_battle","true","6","story_plus_party_scaled","79","true","E106","E135","E164","E193","E222","E251","false","advanced","expert"
"NPC0658","Hale Wren","fixed_world_battle","true","6","story_plus_party_scaled","83","true","E126","E155","E184","E213","E242","E271","false","advanced","expert"
"NPC0659","Ira Pell","fixed_world_battle","true","6","story_plus_party_scaled","87","true","E146","E175","E204","E233","E262","E006","false","advanced","expert"
"NPC0660","Juno Thane","fixed_world_battle","true","6","story_plus_party_scaled","91","true","E166","E195","E224","E253","E282","E026","false","advanced","expert"
"NPC0661","Kira Silt","fixed_world_battle","true","2","story_plus_party_scaled","5","false","E081","E110","","","","","false","none","basic"
"NPC0662","Lio Keir","fixed_world_battle","true","2","story_plus_party_scaled","9","false","E101","E130","","","","","false","none","basic"
"NPC0663","Mira Noct","fixed_world_battle","true","2","story_plus_party_scaled","13","false","E121","E150","","","","","false","none","basic"
"NPC0664","Nox Arc","fixed_world_battle","true","3","story_plus_party_scaled","9","false","E141","E170","E199","","","","false","none","basic"
"NPC0665","Oren Holt","fixed_world_battle","true","3","story_plus_party_scaled","13","false","E161","E190","E219","","","","false","none","basic"
"NPC0666","Pax Sol","fixed_world_battle","true","3","story_plus_party_scaled","17","false","E181","E210","E239","","","","false","none","normal"
"NPC0667","Quin Maren","fixed_world_battle","true","3","story_plus_party_scaled","21","false","E201","E230","E259","","","","false","none","normal"
"NPC0668","Rhea Tor","fixed_world_battle","true","3","story_plus_party_scaled","25","false","E221","E250","E279","","","","false","none","normal"
"NPC0669","Senn Vale","fixed_world_battle","true","3","story_plus_party_scaled","29","false","E241","E270","E014","","","","false","none","normal"
"NPC0670","Talia Quill","fixed_world_battle","true","4","story_plus_party_scaled","33","true","E261","E005","E034","E063","","","false","none","normal"
