"id","name","rarity","legendary_tier","unique_per_save","npc_legal","pvp_default_legal","primary_element","secondary_element","growth_curve","base_vigor","base_force","base_focus","base_guard","base_ward","base_tempo","base_stat_total","base_xp_yield","catch_rate","evolution_stage","evolves_to","evolves_at_level","capture_method","habitat","instinct","field_tag"
"E176","Nulljaw","common","normal","false","true","true","metal","","fast","44","50","56","66","53","43","312","111","181","2","E177","34","element_prism","golden_tower","Iron Rhythm","metal"
"E177","Emberfin","common","normal","false","true","true","shade","tide","fast","52","62","40","52","42","71","319","112","182","3","","","bond_event","arena_island","Night Sense","shade_tide"
"E178","Stonebuck","common","normal","false","true","true","radiant","","fast","56","38","51","66","60","55","326","113","183","1","E179","20","quest_attunement","lower_archive","Lumen Guard","radiant"
"E179","Lumenshell","common","normal","false","true","true","mind","","fast","65","50","67","54","50","47","333","114","184","2","E180","37","dungeon_finale","corrupted_city","Future Trace","mind"
"E180","Galemant","uncommon","normal","false","true","true","echo","gale","medium","68","90","73","56","56","55","398","125","95","3","","","clear_prism","restored_hub","Signal Bloom","echo_gale"
"E181","Mirequill","common","normal","false","true","true","ember","","fast","51","68","60","53","57","58","347","71","186","1","E182","17","habitat_prism","coast","Pressure Vein","ember"
"E182","Volthare","common","normal","false","true","true","tide","","fast","73","60","54","48","56","63","354","72","187","2","E183","40","element_prism","farmland","Rain Listener","tide"
"E183","Mindbeak","common","normal","false","true","true","verdance","metal","fast","57","51","50","49","58","35","300","73","188","3","","","bond_event","marsh","Root Memory","verdance_metal"
"E184","Thornkit","common","normal","false","true","true","stone","","fast","60","57","59","33","45","53","307","74","189","1","E185","20","quest_attunement","industrial","Stone Nerve","stone"
"E185","Ashglass","uncommon","normal","false","true","true","gale","","medium","67","60","67","74","52","67","387","130","100","2","E186","35","dungeon_finale","archive","Sky Step","gale"
"E186","Tidevole","common","normal","false","true","true","spark","mind","fast","58","56","65","41","61","40","321","76","191","3","","","clear_prism","volcanic_port","Static Nerve","spark_mind"
"E187","Frostroot","rare","normal","false","true","true","frost","","slow","90","92","65","82","68","91","488","182","67","1","E188","17","habitat_prism","canopy","Cold Focus","frost"
"E188","Ironstag","common","normal","false","true","true","metal","","fast","70","43","59","41","69","53","335","78","193","2","E189","38","element_prism","desert","Iron Rhythm","metal"
"E189","Echomole","common","normal","false","true","true","shade","tide","fast","57","60","46","67","63","49","342","79","194","3","","","bond_event","mountain","Night Sense","shade_tide"
"E190","Sablefin","uncommon","normal","false","true","true","radiant","","medium","74","81","70","56","56","85","422","135","105","1","E191","20","quest_attunement","wetland_tower","Lumen Guard","radiant"
"E191","Prismjaw","common","normal","false","true","true","mind","","fast","64","42","68","61","65","56","356","81","196","2","E192","41","dungeon_finale","monastery_cliffs","Future Trace","mind"
"E192","Verdantwing","common","normal","false","true","true","echo","gale","fast","68","50","48","43","50","43","302","82","197","3","","","clear_prism","storm_harbor","Signal Bloom","echo_gale"
"E193","Sparkhorn","common","normal","false","true","true","ember","","fast","46","55","57","56","34","61","309","83","198","1","E194","17","habitat_prism","mining_city","Pressure Vein","ember"
"E194","Brinecoil","common","normal","false","true","true","tide","","fast","54","67","42","43","56","54","316","84","199","2","E195","36","element_prism","suspended_bridges","Rain Listener","tide"
"E195","Lurkflare","uncommon","normal","false","true","true","verdance","metal","medium","80","62","73","80","58","58","411","140","110","3","","","bond_event","reclaimed_war_zone","Root Memory","verdance_metal"
"E196","Snowjaw","common","normal","false","true","true","stone","","fast","60","51","61","40","58","60","330","86","201","1","E197","20","quest_attunement","flooded_ruins","Stone Nerve","stone"
"E197","Copperroot","common","normal","false","true","true","gale","","fast","48","66","51","62","52","58","337","87","202","2","E198","39","dungeon_finale","trade_city","Sky Step","gale"
"E198","Galekit","common","normal","false","true","true","spark","mind","fast","64","53","74","54","46","53","344","88","203","3","","","clear_prism","forge_city","Static Nerve","spark_mind"
"E199","Mindmantle","common","normal","false","true","true","frost","","fast","60","54","45","63","60","69","351","89","204","1","E200","17","habitat_prism","abandoned_relay","Cold Focus","frost"
"E200","Nullmoth","uncommon","normal","false","true","true","metal","","medium","78","75","68","55","55","69","400","145","115","2","E201","34","element_prism","night_marsh","Iron Rhythm","metal"
"E201","Emberrusk","common","normal","false","true","true","shade","tide","fast","47","42","40","63","66","46","304","91","206","3","","","bond_event","frozen_music_city","Night Sense","shade_tide"
"E202","Tidewing","common","normal","false","true","true","radiant","","fast","56","54","55","50","57","39","311","92","207","1","E203","20","quest_attunement","capital","Lumen Guard","radiant"
"E203","Mosscrab","common","normal","false","true","true","mind","","fast","54","55","59","59","38","53","318","93","208","2","E204","37","dungeon_finale","old_fortress","Future Trace","mind"
"E204","Shadequill","rare","normal","false","true","true","echo","gale","slow","101","62","74","76","96","75","484","174","84","3","","","clear_prism","greenhouse_port","Signal Bloom","echo_gale"
"E205","Lumebuck","uncommon","normal","false","true","true","ember","","medium","59","62","76","83","62","47","389","150","120","1","E206","17","habitat_prism","sealed_border","Pressure Vein","ember"
"E206","Stonevole","common","normal","false","true","true","tide","","fast","59","66","48","56","41","69","339","96","211","2","E207","40","element_prism","golden_tower","Rain Listener","tide"
"E207","Voltfinch","common","normal","false","true","true","verdance","metal","fast","57","66","54","65","55","49","346","97","212","3","","","bond_event","arena_island","Root Memory","verdance_metal"
"E208","Frostmant","common","normal","false","true","true","stone","","fast","72","53","76","57","50","45","353","98","213","1","E209","20","quest_attunement","lower_archive","Stone Nerve","stone"
"E209","Ironbloom","common","normal","false","true","true","gale","","fast","48","58","52","70","67","65","360","99","214","2","E210","35","dungeon_finale","corrupted_city","Sky Step","gale"
"E210","Echopincer","uncommon","normal","false","true","true","spark","mind","medium","65","83","79","65","65","67","424","125","125","3","","","clear_prism","restored_hub","Static Nerve","spark_mind"
"E211","Ashroot","common","normal","false","true","true","frost","","fast","68","53","54","43","46","49","313","101","146","1","E212","17","habitat_prism","coast","Cold Focus","frost"
"E212","Brinehare","common","normal","false","true","true","metal","","fast","58","49","53","48","54","58","320","102","147","2","E213","38","element_prism","farmland","Iron Rhythm","metal"
"E213","Galebloom","common","normal","false","true","true","shade","tide","fast","52","72","46","42","54","61","327","103","148","3","","","bond_event","marsh","Night Sense","shade_tide"
"E214","Mindfin","common","normal","false","true","true","radiant","","fast","55","46","57","58","72","46","334","104","149","1","E215","20","quest_attunement","industrial","Lumen Guard","radiant"
"E215","Reedrusk","uncommon","normal","false","true","true","mind","","medium","71","64","81","47","68","82","413","130","130","2","E216","41","dungeon_finale","archive","Future Trace","mind"
"E216","Sparkglass","common","normal","false","true","true","echo","gale","fast","68","66","51","59","45","59","348","106","151","3","","","clear_prism","volcanic_port","Signal Bloom","echo_gale"
"E217","Sablehorn","common","normal","false","true","true","ember","","fast","54","49","74","48","76","54","355","107","152","1","E218","17","habitat_prism","canopy","Pressure Vein","ember"
"E218","Lumenkit","common","normal","false","true","true","tide","","fast","48","47","41","53","47","65","301","108","153","2","E219","36","element_prism","desert","Rain Listener","tide"
"E219","Frostquill","common","normal","false","true","true","verdance","metal","fast","57","59","56","41","37","58","308","109","154","3","","","bond_event","mountain","Root Memory","verdance_metal"
"E220","Coppermole","uncommon","normal","false","true","true","stone","","medium","84","51","51","77","77","62","402","135","135","1","E221","20","quest_attunement","wetland_tower","Stone Nerve","stone"
"E221","Verdantcoil","rare","normal","false","true","true","gale","","slow","80","86","92","75","81","66","480","191","66","2","E222","39","dungeon_finale","monastery_cliffs","Sky Step","gale"
"E222","Tidepincer","common","normal","false","true","true","spark","mind","fast","47","53","59","55","61","54","329","112","157","3","","","clear_prism","storm_harbor","Static Nerve","spark_mind"
"E223","Emberstag","common","normal","false","true","true","frost","","fast","61","71","50","46","57","51","336","113","158","1","E224","17","habitat_prism","mining_city","Cold Focus","frost"
"E224","Nullvole","common","normal","false","true","true","metal","","fast","70","51","66","67","45","44","343","114","159","2","E225","34","element_prism","suspended_bridges","Iron Rhythm","metal"
"E225","Stonewing","uncommon","normal","false","true","true","shade","tide","medium","56","70","53","56","77","79","391","140","95","3","","","bond_event","reclaimed_war_zone","Night Sense","shade_tide"
"E226","Echobloom","common","normal","false","true","true","radiant","","fast","55","70","59","67","52","54","357","71","161","1","E227","20","quest_attunement","flooded_ruins","Lumen Guard","radiant"
"E227","Mirejaw","common","normal","false","true","true","mind","","fast","53","41","63","43","65","38","303","72","162","2","E228","37","dungeon_finale","trade_city","Future Trace","mind"
"E228","Voltroot","common","normal","false","true","true","echo","gale","fast","56","48","44","56","50","56","310","73","163","3","","","clear_prism","forge_city","Signal Bloom","echo_gale"
"E229","Shadepup","common","normal","false","true","true","ember","","fast","65","59","59","44","41","49","317","74","164","1","E230","17","habitat_prism","abandoned_relay","Pressure Vein","ember"
"E230","Rimehorn","uncommon","normal","false","true","true","tide","","medium","62","52","55","79","79","53","380","145","100","2","E231","40","element_prism","night_marsh","Rain Listener","tide"
"E231","Aurafin","common","normal","false","true","true","verdance","metal","fast","57","52","58","48","52","64","331","76","166","3","","","bond_event","frozen_music_city","Root Memory","verdance_metal"
"E232","Ironkit","common","normal","false","true","true","stone","","fast","66","64","42","69","41","56","338","77","167","1","E233","20","quest_attunement","capital","Stone Nerve","stone"
"E233","Thornbuck","common","normal","false","true","true","gale","","fast","76","44","58","54","65","48","345","78","168","2","E234","35","dungeon_finale","old_fortress","Sky Step","gale"
"E234","Ashmoth","common","normal","false","true","true","spark","mind","fast","51","50","67","68","48","68","352","79","169","3","","","clear_prism","greenhouse_port","Static Nerve","spark_mind"
"E235","Brineglass","uncommon","normal","false","true","true","frost","","medium","69","73","59","62","83","69","415","150","105","1","E236","17","habitat_prism","sealed_border","Cold Focus","frost"
"E236","Galeroot","common","normal","false","true","true","metal","","fast","53","58","51","58","46","39","305","81","171","2","E237","38","element_prism","golden_tower","Iron Rhythm","metal"
"E237","Mindstag","common","normal","false","true","true","shade","tide","fast","67","46","42","50","41","66","312","82","172","3","","","bond_event","arena_island","Night Sense","shade_tide"
"E238","Sparkquill","rare","normal","false","true","true","radiant","","slow","67","77","75","94","85","78","476","183","83","1","E239","20","quest_attunement","lower_archive","Lumen Guard","radiant"
"E239","Frostpincer","common","normal","false","true","true","mind","","fast","53","64","66","51","47","45","326","84","174","2","E240","41","dungeon_finale","corrupted_city","Future Trace","mind"
"E240","Copperhare","uncommon","normal","false","true","true","echo","gale","medium","94","68","77","55","55","55","404","125","110","3","","","clear_prism","restored_hub","Signal Bloom","echo_gale"
"E241","Lumenroot","common","normal","false","true","true","ember","","fast","65","52","61","51","55","56","340","86","176","1","","","habitat_prism","coast","Pressure Vein","ember"
"E242","Sablewing","common","normal","false","true","true","tide","","fast","59","77","55","45","53","58","347","87","177","1","","","element_prism","farmland","Rain Listener","tide"
"E243","Tidecrab","common","normal","false","true","true","verdance","metal","fast","62","48","66","62","73","43","354","88","178","1","","","bond_event","marsh","Root Memory","verdance_metal"
"E244","Emberjaw","common","normal","false","true","true","stone","","fast","60","51","40","38","51","60","300","89","179","1","","","quest_attunement","industrial","Stone Nerve","stone"
"E245","Stonekit","uncommon","normal","false","true","true","gale","","medium","81","74","64","67","47","60","393","130","115","1","","","dungeon_finale","archive","Sky Step","gale"
"E246","Echofin","common","normal","false","true","true","spark","mind","fast","51","43","71","42","64","43","314","91","181","1","","","clear_prism","volcanic_port","Static Nerve","spark_mind"
"E247","Verdantmoth","common","normal","false","true","true","frost","","fast","55","50","48","57","47","64","321","92","182","1","","","habitat_prism","canopy","Cold Focus","frost"
"E248","Nullhorn","common","normal","false","true","true","metal","","fast","58","57","59","39","65","50","328","93","183","1","","","element_prism","desert","Iron Rhythm","metal"
"E249","Rimeglass","common","normal","false","true","true","shade","tide","fast","67","69","43","59","55","42","335","94","184","1","","","bond_event","mountain","Night Sense","shade_tide"
"E250","Ironvole","uncommon","normal","false","true","true","radiant","","medium","61","61","71","54","54","81","382","135","120","1","","","quest_attunement","wetland_tower","Lumen Guard","radiant"
"E251","Galestag","common","normal","false","true","true","mind","","fast","53","56","68","58","62","52","349","96","186","1","","","dungeon_finale","monastery_cliffs","Future Trace","mind"
"E252","Mindquill","common","normal","false","true","true","echo","gale","fast","68","76","58","49","57","48","356","97","187","1","","","clear_prism","storm_harbor","Signal Bloom","echo_gale"
"E253","Sparkmanta","common","normal","false","true","true","ember","","fast","59","40","57","54","33","59","302","98","188","1","","","habitat_prism","mining_city","Pressure Vein","ember"
"E254","Ashhare","common","normal","false","true","true","tide","","fast","48","56","46","45","58","56","309","99","189","1","","","element_prism","suspended_bridges","Rain Listener","tide"
"E255","Brinerusk","rare","normal","false","true","true","verdance","metal","slow","77","93","85","89","65","63","472","175","65","1","","","bond_event","reclaimed_war_zone","Root Memory","verdance_metal"
"E256","Shadecoil","common","normal","false","true","true","stone","","fast","60","43","41","46","66","67","323","101","191","1","","","quest_attunement","flooded_ruins","Stone Nerve","stone"
"E257","Aurawing","common","normal","false","true","true","gale","","fast","63","50","52","60","50","55","330","102","192","1","","","dungeon_finale","trade_city","Sky Step","gale"
"E258","Frostmole","common","normal","false","true","true","spark","mind","fast","51","68","73","51","44","50","337","103","193","1","","","clear_prism","forge_city","Static Nerve","spark_mind"
"E259","Copperstag","common","normal","false","true","true","frost","","fast","54","42","50","65","62","71","344","104","194","1","","","habitat_prism","abandoned_relay","Cold Focus","frost"
"E260","Reedflare","uncommon","normal","false","true","true","metal","","medium","74","63","77","60","60","72","406","145","130","1","","","element_prism","night_marsh","Iron Rhythm","metal"
"E261","Tidejaw","common","normal","false","true","true","shade","tide","fast","66","61","45","66","70","50","358","106","196","1","","","bond_event","frozen_music_city","Night Sense","shade_tide"
"E262","Embervole","common","normal","false","true","true","radiant","","fast","45","67","55","47","54","36","304","107","197","1","","","quest_attunement","capital","Lumen Guard","radiant"
"E263","Stonebloom","common","normal","false","true","true","mind","","fast","48","44","64","61","39","55","311","108","198","1","","","dungeon_finale","old_fortress","Future Trace","mind"
"E264","Echokit","common","normal","false","true","true","echo","gale","fast","56","56","50","48","61","47","318","109","199","1","","","clear_prism","greenhouse_port","Signal Bloom","echo_gale"
"E265","Verdantfin","uncommon","normal","false","true","true","ember","","medium","72","75","72","75","56","45","395","150","135","1","","","habitat_prism","sealed_border","Pressure Vein","ember"
"E266","Nullroot","common","normal","false","true","true","tide","","fast","52","53","54","59","43","71","332","111","201","1","","","element_prism","golden_tower","Rain Listener","tide"
"E267","Lumenant","common","normal","false","true","true","verdance","metal","fast","51","55","58","67","57","51","339","112","202","1","","","bond_event","arena_island","Root Memory","verdance_metal"
"E268","Galepincer","common","normal","false","true","true","stone","","fast","66","74","47","60","52","47","346","113","203","1","","","quest_attunement","lower_archive","Stone Nerve","stone"
"E269","Mindglass","common","normal","false","true","true","gale","","fast","62","43","53","68","65","62","353","114","204","1","","","dungeon_finale","corrupted_city","Sky Step","gale"
"E270","Sparkstag","uncommon","normal","false","true","true","spark","mind","medium","53","63","79","63","63","63","384","125","95","1","","","clear_prism","restored_hub","Static Nerve","spark_mind"
"E271","Frostjaw","common","normal","false","true","true","frost","","fast","55","68","53","40","44","46","306","71","206","1","","","habitat_prism","coast","Cold Focus","frost"
"E272","Ironhorn","rare","normal","false","true","true","metal","","slow","78","57","85","74","84","90","468","192","82","1","","","element_prism","farmland","Iron Rhythm","metal"
"E273","Shadebloom","common","normal","false","true","true","shade","tide","fast","68","54","47","41","51","59","320","73","208","1","","","bond_event","marsh","Night Sense","shade_tide"
"E274","Ashquill","common","normal","false","true","true","radiant","","fast","64","56","53","51","63","40","327","74","209","1","","","quest_attunement","industrial","Lumen Guard","radiant"
"E275","Brinefawn","uncommon","normal","false","true","true","mind","","medium","73","56","56","56","81","97","419","130","100","1","","","dungeon_finale","archive","Future Trace","mind"
"E276","Copperwing","common","normal","false","true","true","echo","gale","fast","62","53","57","62","47","60","341","76","211","1","","","clear_prism","volcanic_port","Signal Bloom","echo_gale"
"E277","Rimerusk","common","normal","false","true","true","ember","","fast","65","60","67","42","66","48","348","77","212","1","","","habitat_prism","canopy","Pressure Vein","ember"
"E278","Tideflare","common","normal","false","true","true","tide","","fast","68","67","46","57","50","67","355","78","213","1","","","element_prism","desert","Rain Listener","tide"
"E279","Echomantle","common","normal","false","true","true","verdance","metal","fast","51","48","61","42","39","60","301","79","214","1","","","bond_event","mountain","Root Memory","verdance_metal"
"E280","Verdantglass","uncommon","normal","false","true","true","stone","","medium","72","72","54","75","75","60","408","135","105","1","","","quest_attunement","wetland_tower","Stone Nerve","stone"
"E281","Auralith","apex_rare","normal","false","true","true","gale","","slow","107","113","95","73","79","64","531","221","36","1","","","dungeon_finale","monastery_cliffs","Sky Step","gale"
"E282","Umbryx","apex_rare","normal","false","true","true","spark","mind","slow","99","64","99","87","97","88","534","222","37","1","","","clear_prism","storm_harbor","Static Nerve","spark_mind"
"E283","Ferracore","apex_rare","normal","false","true","true","frost","","slow","88","96","89","78","96","90","537","223","38","1","","","habitat_prism","mining_city","Cold Focus","frost"
"E284","Tidecrown","apex_rare","normal","false","true","true","metal","","slow","93","106","105","102","69","65","540","224","39","1","","","element_prism","suspended_bridges","Iron Rhythm","metal"
"E285","Sylvarion","apex_rare","normal","false","true","true","shade","tide","slow","106","72","77","77","106","105","543","225","25","1","","","bond_event","reclaimed_war_zone","Night Sense","shade_tide"
"E286","Pyrethane","legendary","legendary","true","false","limited","radiant","verdance","legendary","123","94","105","113","89","92","616","266","14","1","","","legendary_quest_ritual","flooded_ruins","Lumen Guard","radiant_verdance"
"E287","Galerex","legendary","legendary","true","false","limited","mind","stone","legendary","99","124","81","93","141","83","621","267","8","1","","","legendary_quest_ritual","trade_city","Future Trace","mind_stone"
"E288","Voltrion","legendary","legendary","true","false","limited","echo","gale","legendary","98","71","94","113","101","113","590","268","9","1","","","legendary_quest_ritual","forge_city","Signal Bloom","echo_gale"
"E289","Cryolith","legendary","legendary","true","false","limited","ember","spark","legendary","114","92","122","88","81","98","595","269","10","1","","","legendary_quest_ritual","abandoned_relay","Pressure Vein","ember_spark"
"E290","Myroracle","legendary","legendary","true","false","limited","tide","frost","legendary","117","102","83","112","112","74","600","270","11","1","","","legendary_quest_ritual","night_marsh","Rain Listener","tide_frost"
"E291","Noctyrr","legendary","legendary","true","false","limited","verdance","metal","legendary","85","121","107","85","91","116","605","271","12","1","","","legendary_quest_ritual","frozen_music_city","Root Memory","verdance_metal"
"E292","Resonarch","legendary","legendary","true","false","limited","stone","shade","legendary","110","95","86","132","78","109","610","272","13","1","","","legendary_quest_ritual","capital","Stone Nerve","stone_shade"
"E293","Nullwyrm","legendary","legendary","true","false","limited","gale","radiant","legendary","115","107","105","93","112","83","615","273","14","1","","","legendary_quest_ritual","old_fortress","Sky Step","gale_radiant"
"E294","Lumathen","legendary","legendary","true","false","limited","spark","mind","legendary","108","108","111","108","76","109","620","274","8","1","","","legendary_quest_ritual","greenhouse_port","Static Nerve","spark_mind"
"E295","Basalord","legendary","legendary","true","false","limited","frost","echo","legendary","94","88","100","100","133","110","625","275","9","1","","","legendary_quest_ritual","sealed_border","Cold Focus","frost_echo"
"E296","Verdaking","legendary","legendary","true","false","limited","metal","ember","legendary","94","95","111","119","95","80","594","276","10","1","","","legendary_quest_ritual","golden_tower","Iron Rhythm","metal_ember"
"E297","Tempestral","legendary","legendary","true","false","limited","shade","tide","legendary","109","116","82","93","75","124","599","277","11","1","","","legendary_quest_ritual","arena_island","Night Sense","shade_tide"
"E298","Auraclysm","very_legendary","very_legendary","true","false","restricted","radiant","verdance","legendary","128","82","113","133","120","113","689","358","3","1","","","mythic_loom_ritual","lower_archive","Lumen Guard","radiant_verdance"
"E299","Severion","very_legendary","very_legendary","true","false","restricted","mind","stone","legendary","114","126","97","127","119","113","696","359","3","1","","","mythic_loom_ritual","corrupted_city","Future Trace","mind_stone"
"E300","First Echo","very_legendary","very_legendary","true","false","restricted","echo","gale","legendary","135","156","135","92","92","93","703","330","3","1","","","mythic_loom_ritual","restored_hub","Signal Bloom","echo_gale"
